TaxID;output/DNA_220707_20-22mix_cer_BIOMcombi_S29_kaiju.out
29484;16
29485;2
29486;4
29487;4
29488;3
29489;31
29491;10
29495;1
29497;31
29498;6
29503;38
29508;1
29510;1
29511;2
29521;8
29522;8
29524;4
29529;1
29530;3
29533;6
29536;42
29542;12
29543;65
29544;1
29545;17
29546;7
29547;83
29552;8
29553;10
29555;1
29559;7
29561;7
29562;3
29563;1
29570;10
29574;3
29580;10
29581;28
29856;4
29920;1
31754;1
31899;2
31909;2
31953;18
31957;3
31969;1
31971;5
31973;4
31977;11
31979;201
31984;1
31989;33
31993;1
31998;1
32002;9
32003;7
32008;140
32011;6
32012;3
32013;1
32014;1
32016;1
32033;15
32036;1
32040;5
32046;3
32057;2
32066;34
32067;31
32068;34
32207;1
32257;8
33001;1
33008;1
33010;2
33012;1
33015;5
33018;5
33024;3
33025;102
33029;9
33030;2
33031;6
33032;3
33033;1
33034;5
33035;82
33036;2
33038;193
33039;52
33042;45
33043;8
33047;5
33050;4
33051;1
33052;1
33053;107
33057;15
33059;3
33060;5
33069;17
33085;2
33807;16
33809;6
33811;28
33865;1
33877;3
33882;23
33883;4
33885;4
33889;3
33897;1
33905;5
33922;3
33923;5
33925;1
33926;10
33932;3
33934;19
33936;35
33940;2
33941;2
33942;1
33945;31
33946;9
33951;175
33952;20
33953;5
33954;84
33958;99
33959;6
33962;1
33964;53
33968;7
33970;2
33977;3
33978;1
33986;17
33994;15
33995;1
33996;1
34002;2
34003;3
34004;3
34006;1
34007;3
34008;5
34018;6
34021;2
34022;1
34029;1
34031;26
34032;70
34034;20
34037;11
34058;3
34059;57
34060;55
34061;59
34062;809
34064;1
34068;1
34071;1
34072;25
34073;95
34078;1
34084;8
34085;150
34086;1
34090;1
34097;2
34098;4
34099;4
34102;1
34103;11
34104;4
34105;46
34353;1
35241;1
35342;10
35554;4
35619;2
35621;1
35623;2
35700;5
35701;3
35703;6
35751;2
35753;3
35760;6
35768;1
35773;2
35786;3
35787;2
35797;1
35798;1
35799;1
35800;1
35801;1
35806;7
35818;22
35823;11
35825;12
35829;1
35830;10
35832;17
35833;68
35839;2
35841;7
36363;1
36738;1
36742;2
36744;1
36745;10
36746;4
36751;1
36753;3
36806;1
36809;53
36813;2
36814;1
36832;5
36834;16
36835;26
36839;18
36841;30
36842;9
36844;5
36845;25
36847;57
36849;24
36853;12
36854;7
36861;12
36866;1
36873;4
36874;11
37326;4
37329;9
37330;5
37332;1
37372;4
37448;8
37452;425
37636;1
37658;24
37659;103
37734;118
37752;1
37914;2
37915;3
37919;10
37921;10
37929;1
37930;2
37931;1
37956;1
38018;49474
38023;5
38026;2
38027;3
38269;1
38289;2
38290;3
38293;31
38294;1
38301;1
38307;33
38311;1
38312;2
38313;28
38323;1
38402;1
38501;1
38875;69
38986;5
39029;81
39047;1
39060;5
39122;1
39152;5
39441;10
39480;61
39481;4
39482;196
39483;11
39484;6
39485;59
39486;49
39487;5
39488;50
39489;6
39490;74
39491;290
39492;27
39493;19
39495;3
39496;73
39497;2
39498;1
39645;1
39650;18
39669;1
39693;1
39724;9
39725;1
39765;1
39766;7
39769;2
39773;2
39774;31
39775;4
39777;15
39778;1
39779;3
39791;3
39838;1
39845;1
39948;46
39962;2
40091;18
40117;8
40118;3
40119;5
40120;1
40137;2
40214;3501
40215;1343
40216;246
40274;219
40323;37
40324;72
40373;8
40414;8
40477;3
40518;169
40519;66
40520;176
40542;3
40543;2
40544;55
40545;24
40571;1
40575;29
40576;10
40577;2
40578;1
40681;1
40754;6
40841;8
40989;1
41170;1
41202;11
41273;41
41275;5
41276;1
41292;3
41294;2
41295;3
41297;39
41880;2
41976;5
41977;109
41978;10
41997;8
42094;1
42190;3
42197;1
42234;1
42252;1
42322;63
42353;14
42354;14
42422;2
42443;1
42444;1
42471;2
42817;1
42879;4
42906;15
43057;4
43064;98
43131;57
43143;8
43263;106
43304;1
43305;57
43306;2
43348;1
43595;5
43617;5
43654;1
43656;1
43657;8
43658;3
43661;1
43662;2
43668;5
43669;3
43671;2
43673;3
43674;10
43675;1
43676;2
43765;3
43767;8
43768;2
43770;11
43771;1
43775;7
43947;39
43948;148
43992;1
43995;18
43997;3
44000;1
44008;1111
44009;31
44012;3
44013;6
44249;406
44250;20
44251;1
44252;21
44256;14
44258;8
44260;3
44574;2
44575;22
44576;2
44577;27
44671;6
44674;596
44675;1
44676;3
44737;7
44742;21
44745;3
44749;16
44753;1
44935;133
45070;1
45073;1
45243;6
45247;1
45248;1
45254;102
45286;1
45362;9
45462;7
45465;4
45497;7
45498;1
45610;4
45611;1
45634;14
45655;3
45656;6
45657;10
45658;2
45663;6
45667;7
45668;22
45669;3
45670;18
45677;6
45764;1
45851;19
45972;2
45979;1
46123;1
46124;3
46126;3
46127;7
46180;1
46188;1
46205;1
46206;10
46223;6
46224;83
46228;31
46239;1
46254;1
46255;8
46256;3
46351;7
46352;1
46355;1
46356;2
46469;5
46503;378
46506;611
46507;2
46609;7
46610;20
46632;1
46634;1
46654;3
46677;3
46679;2
46680;47
46913;2
46914;1
47049;1
47054;3
47055;1
47157;18
47229;4
47251;4
47253;1
47254;5
47298;2
47420;5
47421;3
47427;1
47479;2
47492;2
47500;44
47670;4
47678;137
47679;50
47715;5
47716;2
47735;2
47770;18
47834;1
47845;10
47850;2
47853;1
47858;3
47866;1
47874;2
47877;4
47879;2
47880;8
47886;7
47917;97
47920;129
47951;5
47989;6
48001;5
48003;6
48073;3
48075;2
48076;10
48256;11
48292;2
48296;87
48465;1
48466;2
48467;3
48729;1
48736;73
48935;4
49118;1
49181;13
49186;2
49278;2
49279;4
49283;2
49338;43
49447;3
49546;270
49547;3
49893;1
49928;111
50259;17
50340;12
50421;10
50709;1
50728;6
50960;22
51048;1
51101;20
51160;1
51173;6
51195;7
51197;8
51201;6
51288;6
51365;1
51515;14
51616;20
51642;1
51664;3
51665;68
51668;16
51669;19
51671;1
51714;1
52004;12
52018;1
52021;2
52022;4
52023;2
52133;256
52225;20
52226;103
52227;2
52229;3
52259;3
52442;1
52560;2
52561;2
52584;13
52604;2
52689;40
52691;61
52692;129
52693;29
52694;937
52696;3
52697;1
52704;1
52768;2
52771;1
52959;7
52972;1
53246;90
53249;4
53254;2
53329;9
53332;45
53335;52
53341;6
53342;3
53343;6
53344;13
53345;15
53346;31
53371;5
53372;3
53374;1
53399;2
53406;24
53408;13
53412;5
53417;3
53419;15
53422;6
53434;4
53437;1
53441;2
53442;46
53443;3
53444;5
53446;2
53461;1
53462;2
53463;1
53483;2
53633;2
53945;1
53985;4
54005;7
54006;6
54066;1
54067;13
54120;2
54121;1
54265;1
54291;22
54294;2
54299;1
54304;7
54311;15
54313;1
54393;3
54398;1
54526;2
54571;1
54767;1
54910;2
54911;2
54913;7
54914;3
54915;10
55079;4
55080;70
55085;20
55197;74
55206;4
55208;1
55211;4
55212;3
55213;1
55504;64
55507;7
55583;13
55601;2
55758;6
55779;7
55968;3
56112;6
56192;6
56426;1
56448;10
56454;3
56456;2
56689;2
56698;26
56730;1
56804;9
56807;1
56811;15
56877;2
57028;1
57029;3
57040;8
57043;2
57320;6
57479;4
57480;2
57487;2
57493;3
57497;1
57609;6
57664;20
57665;103
57666;2
57676;7
57704;1
57706;13
57723;2
57732;18
57739;33
57911;7
57975;2
58097;1
58109;1
58113;1
58119;2
58137;1
58138;9
58169;1
58180;10
58621;17
58712;3
58919;1
59201;3
59205;1
59241;7
59277;2
59288;21
59310;207
59405;264
59406;6
59512;1
59602;2
59610;17
59619;17
59620;249
59732;375
59733;78
59734;2
59739;3
59750;1
59753;5
59799;1
59823;1
59839;1
59841;1
59843;6
59845;7
60036;3
60133;13
60136;2
60137;2
60216;2
60442;13
60454;4
60519;2
60520;1
60547;4
60548;4
60549;11
60550;5
60552;31
60890;2
60922;2
61013;1
61015;1
61016;9
61150;6
61170;9
61171;13
61235;1
61414;2
61424;1
61432;13
61435;59
61593;1
61595;4
61598;6
61624;1
61644;10
61645;23
61646;6
61647;4
61648;5
61651;2
61652;3
61858;1
62101;1
62140;2
62322;21
62609;1
62680;1
63560;115
63561;4
63612;4
63745;6
64104;22
64159;1
64160;4
64178;3
64323;1
64495;3
64508;1
64522;5
64561;1
64642;2
64969;144
64970;2
64973;1
64976;1
64977;2
65047;2
65048;2
65058;2
65129;1
65403;4
65551;3
65552;1
65553;26
65555;2
65656;11
65700;13
65735;16
65741;3
65786;6
65842;1
66219;49
66229;1
66269;6
66271;2
66347;4
66423;1
66821;127
66831;2
66863;12
66873;3
66874;1
66898;3
66900;1
67267;1
67285;1
67297;3
67348;1
67356;1
67384;1
67386;1
67572;1
67575;9
67576;1
67581;1
67593;1
67757;15
67780;4
67810;1
67812;1
67819;5
67824;1
67827;2
67854;2
67855;4
68193;1
68239;1
68270;2
68287;30
68288;1
68295;1
68336;58
68525;67
68886;1
68887;2
68892;4
68895;64
68898;1
69208;7
69218;4
69220;16
69222;1
69224;1
69277;4
69279;3
69280;1
69322;2
69359;2
69362;1
69473;57
69539;3
69541;12
69578;1
69664;2
69670;1
69710;3
69824;14
69825;9
69895;2
69962;1
69964;6
69965;10
69966;79
69974;2
70125;6
70255;1
70346;70
70347;1
70348;12
70584;11
70774;1
70775;3
70803;1
70856;13
70863;4
70864;1
70993;4
70995;5
70996;1
70997;9
71191;3
71433;5
71451;5
71452;8
71655;2
71656;1
71667;5
72000;17
72026;6
72201;1
72226;1
72273;2
72274;25
72275;8
72276;1
72293;2
72304;30
72361;6
72556;11
72557;5
72638;1
72763;2
72764;4
73010;15
73030;3
73098;1
73141;3
73780;4
73868;11
73913;1
74030;1
74033;11
74201;9
74243;31
74317;1
74385;1
74386;1
74426;3
74557;3
74701;12
74706;4
74829;5
75105;4
75309;8
75310;3
75385;1
75612;1
75654;3
75658;4
75682;31
75697;1
75787;5
75984;20
75985;14
76008;8
76009;26
76112;9
76113;1
76114;1
76122;3
76123;1
76259;30
76489;1
76517;5
76635;1
76636;10
76731;1
76756;1
76759;18
76761;14
76831;12
76832;6
76857;1
76859;1
76860;10
76884;1
76891;1
76892;6
76935;4
76978;3
77007;1
77021;1
77022;4
77095;51
77098;5
77133;2290
77768;6
77775;10
77777;13
77917;16
78057;3
78120;67
78229;260
78245;2
78258;1
78327;10
78342;2
78343;5
78345;7
78350;12
78398;9
78448;16
78544;4
78587;3
78898;10
79206;37
79209;2
79263;13
79264;2
79328;24
79329;9
79548;1
79604;3
79681;61
79879;4
79880;65
79881;2
79883;16
79884;3
79912;2
80840;523
80841;148
80854;1
80864;296
80865;140
80866;108
80867;55
80868;6
80869;32
80870;5
80876;1
80878;276
80879;1
80880;2
80881;35
80882;5
81028;12
81406;18
81408;7
81409;145
81412;2
81424;213
81425;20
81447;1
81461;2
81462;2
81464;95
81467;3
81468;21
81479;2
81582;1
81682;2
81852;30
81857;1
81947;23
81950;2
82115;32
82116;40
82203;10
82367;13
82373;20
82374;65
82376;73
82380;1
82541;27
82633;16
82688;37
82800;5
82801;4
82802;138
82803;606
82805;1
82806;5
82977;1
82978;1
82979;26
82980;3
82981;3
82983;1
82985;6
82986;1
82987;4
82988;2
82996;1
83231;2
83263;6
83264;33
83333;1
83373;1
83382;1
83406;1
83451;1
83455;1
83461;14
83462;1
83494;5
83541;1
83551;1
83552;2
83558;1
83564;3
83612;6
83614;2
83618;3
83637;4
83654;7
83655;46
83661;6
83681;1
83763;13
83765;18
83766;4
83767;9
83769;4
83770;4
83771;9
83784;3
83816;1
83889;22
83984;1
83986;9
84022;25
84023;10
84024;32
84025;34
84029;3
84030;44
84031;3
84032;10
84034;30
84035;33
84086;36
84096;1
84107;3
84108;1
84111;5
84112;10
84135;1
84136;6
84139;6
84159;31
84372;9
84374;5
84377;1
84378;1
84404;3
84405;1
84406;19
84407;19
84521;4
84531;3
84565;2
84566;17
84567;47
84590;2
84642;10
84698;9
84980;24
84997;3
84998;4
84999;3
85006;34
85007;9
85020;4
85023;6
85025;1
85043;2
85075;1
85076;1
85085;2
85154;1
85325;2
85336;32
85402;16
85404;5
85618;1
85643;2
85682;1
85683;8
85698;40
85701;2
85831;86
86102;1
86174;23
86175;4
86180;8
86182;10
86184;3
86185;21
86187;1
86189;1
86331;16
86332;6
86473;5
86661;292
86663;10
86664;27
86665;8
86666;2
86668;9
86956;11
86959;18
87012;1
87458;8
87461;2
87541;6
87650;3
87882;73
87883;61
88058;4
88132;54
88233;1
88274;15
88431;42
89014;12
89051;1
89059;9
89061;1
89065;2
89093;10
89152;9
89153;8
89373;1
89966;18
90060;139
90105;1
90239;64
90240;14
90241;11
90242;6
90243;26
90245;175
90370;2
90371;18
90426;76
90627;1
90728;1
90730;1
90731;40
90732;10
90964;42
90970;15
91061;416
91347;371
91360;10
91464;1
91604;10
91623;9
91624;12
91750;7
91914;2
91915;1
91994;5
92003;12
92172;1
92400;1
92402;1
92487;3
92645;5
92647;7
92933;6
92942;3
93064;448
93171;5
93172;1
93217;20
93218;20
93219;5
93220;2
93222;5
93369;10
93378;1
93678;3
93683;1
93684;1
94009;6
94132;1
94136;1
94140;4
94254;12
94255;5
94624;2
94625;28
94626;6
94695;2
94868;3
94869;25
95149;5
95300;2
95301;5
95485;3
95486;25
95605;9
95607;1
95618;5
95818;713
96101;1
96229;1
96230;1
96242;1
96344;2
96345;252
96472;3
96773;5
96892;6
96941;2
96942;20
97050;9
97084;3
97138;6
97253;120
97477;1
97478;31
97481;5
98228;5
98668;1
98672;8
99179;2
99286;3
99594;1
99597;2
99656;17
99675;2
99906;7
99907;1
100134;9
100174;6
100176;8
100225;1
100468;1
100469;5
100716;2
100860;1
100883;6
100884;32
100886;20
101070;1
101102;1
101191;5
101192;124
101383;1
101564;5
101571;117
101689;1
102106;6
102109;10
102119;1
102125;2
102134;1
102148;5
102294;1192
102684;42
102862;2
102886;1
103441;1
103621;2
103732;2
103810;32
103816;1
103837;3
103838;1
103855;21
103891;1
103892;3
104102;1
104267;24
104268;1
104270;2
104605;2
104628;10
104662;8
104663;9
104955;6
105219;42
105422;1
105483;5
105560;13
105612;2
105751;3
105841;8
105843;5
106146;5
106147;5
106207;2
106493;2
106588;21
106589;64
106590;21
106591;1
106592;6
106648;359
106649;48
106654;91
107327;1
107401;17
107636;4
107709;3
108007;2
108328;1
108486;6
108528;3
108819;2
108980;478
108981;140
109152;2
109258;2
109265;14
109327;61
109328;7
109894;1
109936;1
110321;5
110456;10
110479;2
110500;1
110505;1
110539;1
110564;1
110937;1
111105;29
111500;5
111504;4
111527;11
111611;1
111769;3
111770;4
111781;3
111804;1
111830;1
111844;3
112002;2
112008;6
112040;1
112234;29
112248;3
112416;1
112900;90
112901;12
112902;15
112903;34
112904;3
113107;8
113269;6
113287;12
113395;6
113562;1
113567;1
114136;6
114248;11
114249;4
114295;2
114404;3
114527;7
114616;6
114627;5
114628;4
114652;5
114695;3
114707;13
114710;70
114715;13
115531;11
115544;114
115547;122
115553;1
115555;16
115780;6
115781;5
115782;2
115783;6
115808;1
115860;2
115979;11
115991;1
115992;9
116085;15
116087;1
116090;9
116849;12
117506;278
117563;4
117574;64061
117680;7
117681;3
117743;155
117747;2
118126;8
118161;1
118173;7
118323;5
118747;1
118748;2
118882;10
118884;2
118967;28
118968;1
119000;1
119045;13
119060;108
119069;1
119219;31
119224;35
119532;2
119603;8
119641;18
119858;6
119977;26
119978;1
120212;1
120213;5
120370;1
120377;5
120398;7
120831;5
120956;7
120957;1
120959;1
120961;2
121039;3
121163;4
121290;3
121428;11
121608;2
122277;21
122358;1
122706;52
123820;7
123822;5
123824;8
123899;1
124225;1
125216;11
125614;1
125627;2
126157;4
126333;3
126385;1
126569;2
126734;1
126738;1
126741;1
127458;7
127886;1
127891;2
128574;12
128780;3
128782;2
128785;3
128827;74
129337;9
129338;3
129577;8
129578;3
129701;3
129847;1
129875;8
129957;15
129958;1
129985;3
130049;8
130081;1
130788;2
131097;1
131109;1
131110;5
131111;8
131112;2
131540;1
131567;290
131568;2
132132;20
132144;4
132476;8
132920;4
132925;34
132932;34
133190;2
133381;1
133448;6
133539;7
133552;1
133724;5
133814;2
133926;1
134034;1
134533;424
134534;21
134537;11
134605;1
134621;3
134813;1
135082;2
135083;5
135193;9
135487;9
135517;5
135569;2
135575;9
135588;7
