TaxID;output/DNA_220707_20-22mix_cer_BIOMcombi_S29_kaiju.out
876364;3
877240;5
877384;11
877406;2
877411;42
877464;1
877500;25
878220;26
879212;2
879308;27
879566;91
879567;2
879628;5
879630;4
879969;284
880057;1
880157;1
880158;2
880161;1
881260;6
881893;5
881915;9
881953;28
882379;1
882452;1
882626;1
883812;9
884086;3
884107;4
884684;7
885319;1
885581;1
886343;1
887059;3
887144;1
887325;2
888436;34
888721;1
888727;1
888845;1
888997;1
889268;4
889272;1
889282;1
889300;3
889306;13
889338;1
889453;6
889876;26
889949;2
889953;1
890109;1
890399;11
903918;1
903927;1
903945;12
903983;1
904978;1
905011;1
906888;1
907046;2
907463;3
908809;2
908819;2
908820;13
908821;1
908846;1
908935;1
908946;1
909656;220
909768;328
909929;9
909932;40
910046;11
910312;1
910412;35
911092;4
911241;5
912552;1
912594;1
913024;17
913076;1
913099;7
913108;1
913109;19
913183;4
913865;23
913970;10
914327;3
915322;1
915471;14
915472;1
925818;1
926066;2
926067;17
926474;5
926696;2
926697;992
927083;1
927704;2
929558;1
929795;7
929813;1
929835;9
930124;7
930131;1
930138;6
930146;2
930166;4
930854;12
931276;2
931533;5
931534;1
931535;1
931866;14
932213;3
932217;10
933047;2
933262;1
933852;1
933949;2
935198;5
935199;1
935222;10
935224;14
935263;1
935283;1
935700;1
935849;4
935852;1
936078;2
936338;2
936370;4
936456;8
936556;2
936563;1
936573;11
936589;1
936594;1
936595;4
936889;1
937218;2
937251;2
937772;2
938080;4
938081;2
938082;1
938155;2
938288;1
938293;3
939858;8
940136;2
941058;6
941280;2
941338;1
941430;1
941449;5
941463;2
941843;2
941907;43
942016;44
942165;1
942865;1
942866;38
943261;4
943335;2
943346;33
943673;4
943815;3
943830;1
944170;3
944322;1
944547;30
944557;1
944671;1
945780;1
945844;10
946234;5
946333;1
946362;2
946573;1
946677;11
947013;7
947515;1
947516;1
947919;1
948071;11
948077;1
948102;5
948311;4
948519;62
948870;1
957042;2
979525;8
979627;1
979726;43
979761;1
979970;240
979982;3
980294;2
980347;135
980427;1
980561;1
980584;1
981327;3
981330;8
981333;1
981335;21
981385;2
984237;1
984307;6
985012;2
985016;3
985149;5
985762;2
985782;1
986106;1
986746;2
987056;1
987063;1
987066;1
988801;1
989370;3
989403;2
989422;1
990078;1
990268;1
990271;3
990316;4
990370;3
990371;4
990719;7
990721;17
991904;2
993692;7
994334;6
994573;13
994601;1
995019;12
995034;1
995050;38
995085;1
996115;1
996558;16
996925;1
997829;14
997877;1
997883;1
997886;1
997889;1
997895;1
997897;2
998084;3
998086;5
998845;3
999141;6
999423;2
999424;1
999425;1
999898;1
1000566;1
1002227;1
1002367;1
1002526;6
1002689;2
1002795;8
1003091;1
1003177;8
1003181;4
1004159;3
1004261;2
1004279;1
1004300;6
1004301;2
1004304;2
1004316;4
1005740;5
1005925;3
1006623;1
1007105;1
1007654;1
1007676;9
1007869;4
1008305;1
1008308;9
1008392;1
1009682;7
1010610;3
1010611;1
1017183;3
1017273;1
1017280;21
1026955;8
1027273;3
1028752;3
1029631;1
1029823;28
1029982;1
1029988;1
1030157;1
1030529;2
1030841;3
1031224;1
1031288;6
1031538;1
1031541;1
1031542;1
1031594;3
1032072;21
1032480;1
1032488;1
1032527;2
1032623;4
1032851;1
1033734;2
1033738;20
1033741;4
1033846;2
1033854;1
1033900;1
1034346;31
1034769;2
1034797;1
1034889;3
1035067;16
1035120;7
1035197;1
1035662;4
1035707;1
1036020;2
1036180;2
1036182;1
1036616;1
1036679;1
1036778;1
1036779;3
1037355;154
1037377;1
1037411;1
1037680;1
1038856;1
1038866;1
1038867;2
1040988;1
1041504;3
1041641;2
1041766;1
1042156;6
1042163;1
1042316;4
1042376;10
1042378;10
1042402;7
1045558;1
1046115;4
1046947;7
1046981;1
1047005;17
1047049;1
1047068;3
1048340;2
1048380;10
1048515;6
1048516;1
1048517;85
1048520;674
1048521;6
1048983;3
1049583;2
1050222;4
1050370;3
1051623;3
1051651;2
1051674;1
1051675;75
1052684;1
1053551;1
1054033;57
1054034;19
1054213;1
1054217;9
1054461;11
1054967;91
1054968;59
1055104;1
1055192;21
1055469;1
1056496;6
1056810;10
1057002;1
1064514;2
1064535;2
1064539;2
1069161;1
1069494;1
1069827;23
1069980;9
1070861;2
1071052;2
1071053;2
1071061;2
1071072;3
1071177;1
1071718;2
1071719;1
1071918;7
1072204;2
1073376;1
1073423;19
1074043;9
1074044;16
1074049;1
1074214;1
1075768;4
1076125;2
1076331;2
1076550;1
1076588;5
1076596;5
1076744;1
1076926;12
1077255;68
1077256;2
1077675;42
1077936;1
1077947;21
1078050;7
1078085;1
1078086;1
1078087;4
1078089;959
1078090;25
1078480;24
1079477;1
1079859;12
1079998;1
1080187;1
1080221;1
1080223;9
1080227;12
1080237;2
1080712;4
1081025;1
1081669;1
1081798;2
1082276;26
1082702;1
1082704;1
1082851;11
1084421;1
1085647;1
1086013;2
1086393;3
1089444;3
1089681;4
1090134;3
1091052;1
1091495;1
1093625;1
1094562;1
1094980;6
1095012;3
1095777;1
1096246;1
1096341;1
1096546;1
1096750;4
1096779;33
1097668;1
1099794;2
1099853;25
1100699;4
1100705;1
1100706;4
1100718;2
1100720;2
1100724;8
1100790;3
1100891;7
1101188;2
1101189;3
1104572;1
1104779;1
1105031;5
1105171;1
1105204;6
1105283;4
1108140;2
1108595;9
1108949;3
1109412;1
1109740;3
1110389;4
1110546;13
1111071;1
1111130;2
1111134;11
1111140;16
1111454;8
1111950;1
1112209;7
1112274;1
1113547;3
1114179;2
1114861;11
1114867;3
1114873;1
1114875;1
1114878;1
1114880;1
1114922;1
1114924;1
1115632;1
1115758;20
1116078;1
1116234;1
1116369;1
1116375;1
1116482;2
1117311;2
1117645;111
1117702;8
1117707;4
1117708;5
1117709;1
1117987;26
1118054;1
1118202;25
1118279;1
1119058;8
1119528;8
1119533;2
1120623;1
1120652;28
1120688;1
1120767;1
1120792;4
1120927;3
1120990;1
1120994;5
1120996;5
1121000;3
1121025;1
1121084;1
1121089;1
1121097;62
1121114;2
1121276;1
1121290;2
1121295;9
1121298;7
1121323;1
1121324;6
1121326;1
1121328;63
1121338;1
1121358;1
1121395;1
1121405;1
1121420;4
1121439;1
1121832;3
1122154;2
1122941;3
1122943;1
1123003;10
1123030;1
1123043;1
1123288;1
1123291;3
1123352;20
1123518;1
1123755;1
1123773;1
1123867;4
1124188;4
1124597;2
1124835;35
1124849;7
1125876;2
1125967;1
1126833;3
1127514;6
1127694;1
1127830;1
1128073;5
1128425;1
1128970;1
1129147;1
1129191;1
1129192;2
1129264;17
1129547;3
1129771;25
1129792;13
1130046;3
1130080;1
1130380;24
1130819;2
1131280;18
1131292;5
1131315;18
1131317;3
1131462;2
1131703;8
1131707;8
1131812;3
1131813;2
1132026;72
1132417;1
1132475;1
1133022;2
1133319;193
1133546;4
1134404;8
1134405;4
1134406;1
1134413;4
1134435;74
1134687;16
1135990;6
1136135;4
1136534;10
1137095;1
1137096;1
1137284;3
1137745;3
1137780;3
1137848;15
1138189;7
1138194;12
1138585;15
1141132;4
1141135;8
1141136;142
1141137;24
1141138;1
1141139;1
1141221;2
1141519;3
1141883;1
1141884;1
1141890;2
1143711;1
1144253;1
1144305;3
1144308;1
1144311;1
1144313;14
1144316;1
1144317;7
1144318;3
1144320;4
1144343;1
1144522;15
1144661;2
1144662;16
1144663;20
1144664;818
1144665;4
1144666;31
1144667;97
1144668;103
1144669;9
1144671;48
1144672;14
1144680;13
1144873;1
1145168;1
1145276;1
1147094;51
1147123;7
1147137;3
1147139;76
1147684;2
1148157;32
1148509;1
1148786;1
1149133;2
1149773;3
1149953;1
1150298;11
1150389;1
1150398;1
1150460;1
1150757;27
1150837;1
1150990;3
1151001;1
1151002;1
1151389;1
1151719;3
1151742;1
1155073;28
1155384;2
1155388;10
1155689;2
1155738;5
1155739;21
1155944;5
1156985;1
1157490;2
1157986;1
1157987;6
1158148;7
1158291;1
1158292;1
1158294;9
1158318;1
1158345;2
1158459;1
1159017;1
1159213;3
1159323;34
1159328;2
1159752;45
1160095;3
1160721;51
1160795;1
1160973;1
1161127;1
1161401;2
1161901;4
1161902;2
1161927;13
1161930;1
1161935;34
1161942;29
1162290;12
1162295;2
1162633;7
1162717;2
1163301;4
1163398;1
1163419;10
1163621;9
1163670;12
1164594;1
1164882;2
1164990;26
1165092;6
1165135;1
1165151;3
1165852;3
1165861;3
1166130;1
1166683;1
1166950;6
1168034;4
1168035;12
1168039;19
1168169;3
1168281;20
1168478;5
1168479;1
1168549;4
1168829;2
1168831;1
1168842;1
1169117;1
1169144;1
1169152;1
1169153;1
1169349;1
1169350;2
1169626;6
1169913;1
1170224;1
1170562;1
1172187;2
1172190;2
1172191;1
1172192;6
1172614;3
1173025;1
1173028;3
1173032;1
1173062;15
1173101;1
1173263;2
1173559;1
1173585;1
1173752;1
1173761;8
1173762;15
1173768;1
1174501;1
1175306;1
1175444;3
1175486;2
1175654;46
1175657;16
1175659;18
1175662;4
1175663;80
1176177;1
1176239;1
1176259;9
1176422;15
1176482;5
1176536;1
1176587;1
1176649;4
1176766;1
1177156;2
1177180;1
1177574;16
1177929;1
1177931;10
1177982;26
1178516;2
1178825;1
1179155;5
1179467;1
1179672;1
1179674;1
1179777;1
1181534;1
1181558;1
1181573;1
1182451;1
1182970;1
1183400;2
1184151;4
1184396;3
1184398;1
1185408;3
1185412;112
1185650;38
1185766;2
1187080;39
1187128;6
1187855;1
1188319;3
1188795;4
1189126;1
1189620;1
1190417;2
1191699;1
1191734;1
1191889;4
1192846;1
1192866;2
1193095;1
1193500;11
1193503;8
1193515;19
1193532;1
1193534;25
1193682;1
1193713;2
1194090;1
1194091;3
1194168;3
1195072;8
1195085;68
1195373;1
1196024;1
1196083;35
1196095;44
1196323;1
1197127;2
1197717;1096
1197861;2
1197935;2
1197951;9
1198013;14
1198014;12
1198024;1
1198136;27
1198137;10
1198140;88
1198456;1
1198980;3
1200557;12
1200747;3
1200749;2
1200751;4
1200993;2
1201031;4
1201036;1
1201288;6
1201290;2
1201295;2
1202532;7
1202712;36
1202713;8
1202724;1
1203393;1
1204516;4
1204517;1
1204529;3
1204533;6
1204539;21
1204540;1
1206110;61
1206556;1
1206557;17
1206559;9
1207039;1
1207057;5
1207504;6
1207545;22
1208102;1
1208583;1
1208599;3
1208600;1
1208660;1
1209355;30
1210095;1
1210884;2
1211280;1
1211326;23
1211383;2
1211386;47
1211417;9
1211640;8
1211803;2
1211807;7
1212549;6
1212764;1
1214071;1
1214604;2
1214906;1
1214924;3
1215031;1
1215032;6
1215242;2
1215385;2
1215918;2
1216008;2
1216062;3
1216297;3
1216932;20
1217282;23
1217627;2
1217629;4
1217655;1
1217656;2
1217662;13
1217671;2
1217688;1
1217692;26
1217697;1
1217699;3
1217701;3
1217703;1
1217704;5
1217705;123
1217707;19
1217709;6
1217710;52
1217711;28
1217712;2
1217714;11
1217799;1
1217970;3
1218247;3
1218801;3
1219382;13
1219383;4
1219626;7
1220495;1
1221450;2
1221500;21
1221996;1
1222016;4
1222017;5
1224302;2
1224947;3
1225184;1
1225476;2
1225647;1
1225769;5
1225795;5
1226324;1
1226325;2
1226327;2
1226755;6
1226757;1
1227077;1
1227267;6
1227546;2
1227549;1
1227556;1
1227945;2
1227949;1
1229153;5
1229165;8
1229268;2
1229276;1
1229520;1
1229621;2
1229753;4
1229757;4
1229760;33
1230341;2
1230462;1
1230531;2
1230533;1
1230734;9
1231000;3
1231044;1
1231053;15
1231134;1
1231180;1
1231337;2
1231730;1
1232410;1
1232428;37
1232431;6
1232575;2
1232681;1
1233081;1
1233230;10
1233411;4
1233460;1
1233488;32
1233950;5
1233951;42
1234023;34
1234143;5
1234144;4
1234595;2
1234666;39
1234841;9
1234842;2
1234888;1
1235259;3
1235559;1
1235591;4
1235689;5
1235786;2
1235790;9
1235792;8
1235793;35
1235796;1
1235797;9
1235798;1
1235799;17
1235800;19
1235811;1
1235835;6
1235850;3
1235997;1
1236000;3
1236046;1
1236101;1
1236179;3
1236220;5
1236486;18
1236973;1
1237077;1
1237105;1
1239292;2
1239307;2
1239384;18
1240085;17
1240404;1
1241337;3
1241978;20
1241979;1
1241981;2
1241982;23
1242098;2
1242245;1
1243014;4
1243608;1
1243609;1
1243662;4
1244531;37
1244869;2
1245417;1
1245441;10
1245522;2
1245590;1
1245769;1
1246530;4
1246637;11
1246981;3
1247023;5
1247379;1
1247513;1
1247520;2
1247714;2
1249480;7
1249552;1
1249553;1
1249554;1
1249555;4
1249621;5
1249975;3
1249978;4
1249997;3
1249999;6
1250006;1
1250026;1
1250059;8
1250229;1
1250232;3
1250286;4
1250339;1
1250544;1
1254401;3
1255690;6
1256225;1
1256514;1
1256561;2
1256570;2
1256908;2
1257118;1
1258572;13
1258920;1
1259157;2
1259159;1
1259234;2
1259464;22
1259676;1
1259824;3
1260356;5
1260358;4
1260987;3
1261403;3
1261634;10
1261635;13
1261637;25
1261639;1
1262072;2
1262449;1
1262452;1
1262516;4
1262517;5
1262518;1
1262522;4
1262524;3
1262533;1
1262535;4
1262536;3
1262537;1
1262538;3
1262540;1
1262585;15
1262684;3
1262685;6
1262686;10
1262688;5
1262689;8
1262690;5
1262693;2
1262694;1
1262695;9
1262696;2
1262698;9
1262699;1
1262700;21
1262703;12
1262705;26
1262706;1
1262708;5
1262734;3
1262735;3
1262736;28
1262738;2
1262739;4
1262740;4
1262741;9
1262742;16
1262743;1
1262744;3
1262747;2
1262748;8
1262749;12
1262750;1
1262751;11
1262752;3
1262753;32
1262755;1
1262759;51
1262761;10
1262768;35
1262769;1
1262770;3
1262771;12
1262772;2
1262774;5
1262775;19
1262776;1
1262777;6
1262778;1
1262779;13
1262780;41
1262782;6
1262783;2
1262784;8
1262785;3
1262786;2
1262787;5
1262788;19
1262789;3
1262790;3
1262791;11
1262792;4
1262793;47
1262794;24
1262795;8
1262796;52
1262797;3
1262798;1
1262799;18
1262800;3
1262801;14
1262802;5
1262803;12
1262804;18
1262806;6
1262807;13
1262808;5
1262809;14
1262810;33
1262811;7
1262812;2
1262813;4
1262815;19
1262816;15
1262817;25
1262818;7
1262819;10
1262820;3
1262821;89
1262822;18
1262823;6
1262824;7
1262825;21
1262826;11
1262827;11
1262828;4
1262829;35
1262830;7
1262831;65
1262832;2
1262833;15
1262834;7
1262835;1
1262836;2
1262837;10
1262838;11
1262839;7
1262840;15
1262841;13
1262842;1
1262843;14
1262845;6
1262846;16
1262847;1
1262848;3
1262849;18
1262855;5
1262856;6
1262857;10
1262865;6
1262867;9
1262868;2
1262870;5
1262871;3
1262873;3
1262874;7
1262877;1
1262878;25
1262880;1
1262881;3
1262882;85
1262883;5
1262884;1
1262885;13
1262886;41
1262887;2
1262888;47
1262889;1
1262890;6
1262891;1
1262892;3
1262893;15
1262894;11
1262895;1
1262896;29
1262897;6
1262899;26
1262900;2
1262904;18
1262905;28
1262906;3
1262907;26
1262908;11
1262909;20
1262910;9
1262911;2
1262913;30
1262915;2
1262916;1
1262917;6
1262918;6
1262919;260
1262920;1
1262921;24
1262922;12
1262923;4
1262924;8
1262925;3
1262927;1
1262929;8
1262930;4
1262931;1
1262932;2
1262933;11
1262934;19
1262935;4
1262936;10
1262937;4
1262938;12
1262941;2
1262942;2
1262944;7
1262945;9
1262946;1
1262947;3
1262950;1
1262951;3
1262952;18
1262953;56
1262954;4
1262955;7
1262956;6
1262957;3
1262958;7
1262959;2
1262960;1
1262961;2
1262962;1
1262965;15
1262966;9
1262967;1
1262969;37
1262970;5
1262974;19
1262977;1
1262979;1
1262980;14
1262983;2
1262987;63
1262988;4
1262989;2
1262990;15
1262991;26
1262992;1
1262994;1
1262995;2
1262996;5
1262997;11
1262998;1
1262999;8
1263000;21
1263001;4
1263002;22
1263003;1
1263004;9
1263005;6
1263006;4
1263007;9
1263008;2
1263011;28
1263012;1
1263013;1
1263015;6
1263017;13
1263018;18
1263019;59
1263020;26
1263021;17
1263022;11
1263023;15
1263024;66
1263025;23
1263026;5
1263027;13
1263028;2
1263029;1
1263030;1
1263032;3
1263035;73
1263036;10
1263037;9
1263038;1
1263040;4
1263041;1
1263042;1
1263050;2
1263052;8
1263055;1
1263061;6
1263062;9
1263063;13
1263066;3
1263068;15
1263072;4
1263077;2
1263079;1
1263080;4
1263088;2
1263090;5
1263094;3
1263095;5
1263100;3
1263101;6
1263102;7
1263103;5
1263547;75
1263550;4
1263637;1
1263979;1
1264579;1
1264700;7
1264737;3
1264899;5
1265622;2
1265690;2
1265738;1
1265740;1
1265861;3
1265935;1
1266046;1
1266052;1
1266064;7
1266765;3
1266908;1
1266909;2
1266913;1
1267021;1
1267211;6
1267217;5
1267423;3
1267424;1
1267766;5
1267768;1
1267944;1
1267973;1
1268236;1
1268254;1
1268548;8
1268550;1
1268622;33
1269715;1
1270196;2
1271860;1
1273103;1
1273132;8
1273155;2
1273429;1
1273711;29
1273714;1
1273738;1
1274356;5
1274359;3
1274384;26
1274631;4
1276110;2
1276290;6
1276755;8
1277350;1
1277351;22
1278212;87
1278232;10
1278270;1
1278277;2
1278643;1
1279027;3
1279082;1
1279083;2
1280052;3
1280376;1
1280390;3
1280483;32
1280664;1
1280665;1
1280666;1
1280668;2
1280669;2
1280670;1
1280672;3
1280673;2
1280674;16
1280678;1
1280680;12
1280681;6
1280684;1
1280685;11
1280686;4
1280998;2
1281486;17
1281767;3
1282362;1
1282858;1
1282863;64
1282995;84
1283076;4
1283284;49
1283313;1
1284352;1
1284658;1
1284775;10
1285242;1
1285585;6
1286093;1
1286362;1
1286698;3
1286938;1
1287055;2
1287086;1
1287100;1
1287120;2
1287232;2
1287256;1
1287270;2
1287313;22
1287488;2
1287640;2
1287720;4
1287735;3
1287736;3
1287737;29
1287738;13
1288027;1
1288120;3
1288121;6
1288385;3
1288388;1
1288391;3
1288410;9
1288494;1
1288826;2
1288970;1
1289167;1
1289467;5
1289478;1
1289519;16
1289596;8
1289597;1
1291540;1
1291556;1
1292086;1
1293035;6
1293439;2
1293442;4
1293539;4
1294143;1
1294263;2
1294267;6
1294274;2
1294296;2
1295366;5
1295382;1
1295609;1
1295612;1
1296537;1
1296538;6
1296539;1
1296540;2
1296655;1
1296656;1
1296669;1
1297121;2
1297424;15
1297570;2
1297617;72
1297750;85
1298857;23
1298915;7
1299317;3
1299341;35
1299429;27
1299922;5
1299998;1
1300004;17
1300006;27
1300035;8
1300039;1
1300267;1
1300307;1
1300914;2
1301026;3
1301086;1
1301100;3
1301283;8
1301620;2
1301914;3
1302548;1
1302687;1
1302690;2
1303256;2
1303590;10
1303817;1
1304284;1
1304799;2
1304865;2
1304866;82
1304888;2
1305674;1
1305740;3
1305826;1
1306154;1
1306274;4
1306526;9
1306787;1
1306991;5
1306993;1
1307759;1
1307761;2
1307763;4
1307804;6
1307839;4
1307853;3
1307918;6
1307923;2
1308863;1
1310165;15
1310166;5
1310370;6
1310603;27
1310605;1
1310613;13
1310621;7
1310623;3
1310627;1
1310637;1
1310639;5
1310641;1
1310647;3
1310660;2
1310728;3
1310759;3
1311044;1
1312072;6
1312363;1
1312922;3
1313421;5
1314675;2
1314790;2
1315211;21
1315974;2
1316411;1
1316596;3
1316739;2
1317123;18
1318743;2
1321365;5
1321778;3
1321780;1
1321784;6
1321814;13
1322346;3
1323370;2
1323375;3
1323422;5
1323731;1
1323734;1
1324314;9
1324350;6
1324352;11
1324617;18
1324766;1
1324801;2
1324851;3
1324935;3
1324956;1
1325358;1
1325360;5
1325435;7
1325564;1
1325731;54
1325933;3
1325934;2
1325935;3
1327037;151
1327777;2
1327934;1
1327970;11
1327971;4
1327974;7
1327976;24
1327980;2
1327981;14
1327982;42
1327983;12
1327985;5
1327990;10
1327992;2
1327993;1
1328030;5
1329262;5
1329516;26
1329650;10
1329796;21
1329895;2
1330035;5
1330255;3
1330547;1
1331257;1
1331258;1
1331689;2
1331704;1
1332070;1
1332080;2
1332145;12
1332188;9
1332824;1
1333651;7
1333660;6
1333845;9
1335059;1
1335061;2
1335062;1
1335230;71
1335613;3
1335631;2
1335745;5
1335746;15
1335760;6
1336207;10
1336794;10
1336803;1
1336806;4
1337051;10
1337054;2
1337838;4
1337886;1
1338009;1
1338368;30
1338436;1
1338687;3
1339231;3
1339236;2
1339239;5
1339242;2
1339244;64
1339253;42
1339256;7
1339269;2
1339284;1
1339286;1
1339288;1
1339292;1
1339298;2
1339307;2
1339308;1
1339345;7
1339346;1
1339351;1
1340425;4
1340434;1
1340531;8
1340750;2
1341119;1
1343843;1
1343867;1
1343891;3
1343899;1
1344003;5
1344416;2
1344585;3
1344949;1
1344959;30
1345115;1
1345117;1
1346286;110
1346502;5
1346889;1
1347366;3
1347392;24
1347393;180
1347788;1
1347790;1
1347902;2
1347903;1
1348114;4
1348429;1
1348467;1
1348472;1
1348613;22
1348657;2
1348774;1
1348778;1
1348973;3
1349383;2
1349417;3
1349421;1
1349435;1
1349436;5
1349818;42
1349820;2
1350067;15
1350466;2
1351585;32
1353136;1
1353147;1
1353529;5
1353530;2
1353778;3
1353886;1
1353889;3
1353891;2
1353941;25
1354304;1
1355330;1
1355374;78
1355477;9
1355755;1
1356299;1
1357423;1
1357704;1
1357714;5
1357716;1
1358417;1
1358418;4
1358420;24
1358440;1
1365007;8
1365361;2
1365365;1
1365375;5
1365628;1
1365950;1
1366050;6
1366055;265
1367462;3
1368430;22
1368476;7
1378168;6
1378264;1
1378299;1
1379154;5
1379159;3
1379270;1
1379858;1
1379903;1
1379908;5
1379909;2
1379910;2
1380157;2
1380355;5
1380357;1
1380368;4
1380388;4
1380389;7
1380412;7
1380675;4
1381081;2
1381133;1
1381557;1
1382306;2
1382345;1
1382359;1
1382456;3
1382458;2
1382466;1
1382803;13
1383067;3
1383882;2
1383885;1
1384060;7
1384078;40
1384459;3
1384487;7
1384509;2
1384589;4
1385590;1
1385591;1
1385594;4
1385625;2
1385657;480
1385658;25
1385659;162
1385984;16
1386078;9
1386092;7
1386098;1
1387186;6
1387231;2
1387313;1
1387555;4
1387557;1
1387779;3
1389192;1
1389223;126
1389922;4
1389932;2
1389960;2
1390249;3
1390395;1
1391037;1
1391038;1
1391188;22
1391223;6
1391224;1
1391428;7
1391627;4
1391647;5
1391653;15
1391654;5
1392231;17
1392486;56
1392487;2
1392488;1
1392489;5
1392490;1
1392758;4
1392836;72
1392998;4
1393049;1
1393051;1
1393122;1
1393454;1
1393469;1
1393602;1
1393678;1
1394709;3
1394711;97
1394712;20
1395607;6
1395615;12
1395637;1
1395890;4
1395960;1
1395983;19
1396493;1
1396514;1
1396819;1
1397112;1
1397275;1
1397276;5
1397282;3
1397476;1
1397528;1
1397668;5
1398745;34
1399915;11
1399942;2
1399968;1
1400053;67
1400796;2
1400857;3
1400860;28
1400861;3
1400862;10
1400865;1
1401027;1
1401669;4
1401685;1
1401995;1
1402135;3
1402860;2
1402861;23
1402875;140
1403243;6
1403320;1
1403365;4
1403948;1
1404341;2
1404411;2
1404888;1
1406779;832
1406780;92
1406785;1
1406791;1
1406906;7
1407017;2
1407071;5
1407608;2
1407671;585
1408188;4
1408191;23
1408194;1
1408204;2
1408260;1
1408281;4
1408306;1
1408310;4
1408311;6
1408313;59
1408818;18
1408819;17
1409788;7
1410331;1
1410383;1
1410608;1
1410609;5
1410610;1
1410614;1
1410617;6
1410618;1
1410619;9
1410620;9
1410681;1
1411021;1
1411022;1
1411118;1
1411120;2
1411144;167
1411316;62
1412875;64
1413210;8
1413211;4
1414643;5
1414720;42
1414721;26
1414722;1
1414738;2
1414739;10
1414747;1
1414851;33
1415146;1
1415147;1
1415148;4
1415567;1
1415568;1
1415657;1
1416008;2
1416009;1
1416012;4
1416533;1
1416614;6
1416627;1
1416776;1
1416778;1
1416779;4
1416803;18
1416805;4
1416808;2
1417599;2
1417629;9
1418234;2
1419482;1
1419876;7
1420591;1
1420600;4
1420916;9
1421019;1
1423322;1
1423323;3
1423763;2
1423792;1
1423794;2
1423795;1
1423801;1
1423806;1
1424081;1
1424203;8
1424653;1
1425377;2
1427378;5
1428314;1
1428449;2
1428644;1
1428684;2
1429043;1
1429767;5
1429794;3
1429889;1
1430326;1
1430331;1
1430441;20
1430884;6
1431282;1
1432052;17
1432056;10
1432141;14
1432788;15
1433126;13
1433289;1
1433844;1
1434001;1
1434006;2
1434011;2
1434042;1
1434045;3
1434046;1
1434100;2
1434109;2
1434191;9
1434319;7
1434701;20
1434707;7
1434752;10
1434821;1
1434842;2
1434886;1
1435036;118
1435069;8
1435465;1
1435607;1
1435643;2
1435644;2
1435645;1
1436290;2
1436889;13
1436965;1
1437280;3
1437324;2
1437360;7
1437523;1
1437817;2
1439726;2
1439894;3
1439940;7
1441053;84
1441626;1
1441714;1
1442385;6
1443036;2
1443103;5
1443109;1
1443435;34
1443590;2
1443666;1
1443993;1
1444212;1
1444230;1
1444684;1
1444712;7
1444769;1
1444770;3
1444977;15
1444979;2
1445034;5
1445505;2
1445657;1
1445858;2
1445859;2
1446467;2
1446476;1
1446490;1
1446492;1
1446583;2
1447256;10
1447262;6
1447705;2
1447781;7
1448271;9
1449046;1
1449050;15
1449063;1
1449065;2
1449069;2
1449788;1
1449896;18
1449897;42
1449976;6
1450134;1
1450142;3
1450156;12
1450204;1
1450526;1
1450648;3
1450694;6
1450749;109
1452364;16
1452508;1
1452718;17
1452751;2
1453349;3
1453492;4
1454000;11
1454001;1
1454003;1
1454005;9
1454029;1
1455061;13
1455074;2
1455075;2
1455076;2
1455638;1
1456303;1
1457016;7
1457219;1
1457233;1
1457365;4
1457724;5
1458122;1
1458358;1
1458463;20
1458465;2
1458515;2
1458665;1
1458697;10
1458716;23
1458842;20
1458845;1
1458851;1
1458858;5
1458859;8
1458860;15
1458861;13
1458862;1
1458863;213
1458928;1
1458930;5
1460363;1
1460367;4
1460447;2
1460634;3
1460635;1
1460636;2
1460638;2
1461259;2
1461337;1
1461582;1
1461583;9
1461694;1
1461743;7
1462526;4
1462569;2
1462571;102
1462575;10
1462615;22
1462919;16
1462993;3
1462994;4
1463165;16
1463404;3
1463662;2
1463833;1
1463856;4
1463880;4
1463888;1
1463908;1
1464122;3
1465262;2
1465490;3
1465501;19
1465639;9
1465751;1
1465754;2
1465757;1
1465766;7
1465809;11
1465823;1
1465825;18
1468179;1
1468410;8
1468411;1
1468449;13
1469502;4
1469556;1
1469603;11
1469613;2
1469647;5
1469948;8
1469950;18
1470200;84
1470345;11
1470347;18
1470350;2
1470354;6
1470356;13
1470434;1
1470540;23
1471398;5
1471399;1
1472040;3
1472297;8
1472345;6
1472416;6
1472417;2
1472718;77
1472719;7
1472724;1
1472761;2
1472762;1
1472765;1
1472767;4
1472912;27
1473580;8
1473586;1
1473598;5
1474867;4
1474952;17
1475062;8
1475481;2
1475951;1
1476024;3
1476194;3
1476195;3
1476199;2
1476200;4
1476390;4
1476462;146
1476463;2
1476464;4
1476465;4
1476583;1
1476857;4
1476886;27
1476887;1
1476888;18
1476889;10
1476978;1
1477000;1
1477021;1
1477105;3
1477437;11
1477518;1
1478070;1
1478134;4
1478221;24
1478972;497
1479623;1
1479651;1
1480104;3
1480694;3
1480731;2
1481186;116
1481187;226
1481457;1
1481894;2
1481928;20
1482074;4
1482730;2
1482731;14
1482732;7
1482736;189
1484053;4
1484056;1
1484109;2
1484116;1
1484460;1
1484479;22
1485002;10
1485543;25
1485544;9
1485545;1
1485585;5
1485588;2
1486262;1
1486285;1
1486429;11
1486991;3
1487582;2
1487726;2
1487859;1
1487921;4
1487923;2
1488373;2
1488395;2
1488574;2
1489288;1
1489305;1
1489308;1
1490030;1
1490290;2
1491775;1
1491830;1
1492737;9
1492738;3
1492922;1
1493511;4
1493691;5
1493872;8
1494427;4
1494461;31
1494462;9
1494608;1
