TaxID;output/DNA_220602_20-22hmix_centri_BIOMcombi_S11_kaiju.out
29486;11
29487;12
29488;4
29489;80
29491;7
29494;2
29495;2
29497;31
29498;4
29503;69
29510;1
29511;5
29521;10
29528;4
29529;2
29530;1
29533;1
29536;13
29539;1
29541;2
29542;10
29543;198
29545;130
29546;1
29547;33
29549;3
29552;1
29553;6
29557;2
29561;1
29563;1
29570;11
29580;26
29581;45
29856;1
31754;2
31872;2
31909;1
31953;14
31957;4
31971;2
31973;3
31979;67
31983;3
31988;5
31989;93
31993;1
31998;3
32002;9
32003;9
32008;358
32011;2
32012;4
32014;1
32016;1
32019;2
32033;50
32036;1
32040;40
32046;3
32057;2
32062;1
32066;8
32067;3
32068;5
32207;1
32257;9
32597;1
33010;4
33011;7
33012;2
33015;1
33018;3
33024;2
33025;31
33033;2
33034;2
33035;108
33038;39
33039;15
33042;18
33043;6
33044;2
33046;2
33050;8
33051;3
33052;3
33053;185
33057;205
33059;11
33060;12
33069;29
33071;1
33072;1
33074;1
33203;1
33807;6
33809;15
33811;7
33865;2
33877;2
33878;3
33881;1
33882;40
33883;9
33884;3
33885;3
33889;30
33895;1
33905;6
33906;3
33918;1
33922;1
33923;1
33926;3
33932;1
33934;6
33935;3
33936;7
33941;2
33942;5
33945;7
33946;1
33951;117
33952;10
33953;1
33954;15
33958;95
33959;7
33962;1
33964;22
33968;4
33970;4
33977;1
33978;1
33981;1
33986;12
33993;1
33994;2
33995;1
33996;2
34002;19
34003;81
34004;27
34006;3
34007;21
34008;25
34010;1
34015;5
34017;2
34018;7
34019;2
34021;4
34027;2
34029;3
34031;43
34032;359
34034;53
34037;14
34038;4
34058;7
34059;16
34060;30
34061;21
34062;618
34064;5
34067;1
34072;64
34073;309
34078;1
34084;1
34085;56
34087;1
34097;3
34098;3
34101;1
34102;1
34103;38
34104;3
34105;20
34353;2
35241;1
35339;3
35342;19
35519;1
35554;3
35619;1
35621;1
35623;1
35688;1
35700;3
35701;4
35703;7
35722;3
35753;3
35760;3
35762;6
35797;3
35798;3
35799;3
35804;2
35806;35
35811;6
35818;8
35823;2
35825;10
35830;1
35832;12
35833;71
35839;1
35841;8
36739;1
36740;1
36745;4
36746;17
36751;1
36805;3
36808;1
36809;96
36811;4
36814;2
36818;3
36820;1
36822;1
36834;4
36835;6
36839;16
36841;2
36842;5
36844;1
36845;12
36847;23
36849;5
36853;5
36854;1
36861;19
36862;3
36863;5
36866;2
36873;5
36874;10
37326;3
37327;2
37329;32
37330;1
37332;2
37333;1
37448;15
37452;187
37482;1
37636;3
37637;1
37658;4
37659;25
37734;37
37752;2
37914;6
37915;2
37919;7
37921;43
37928;1
37929;1
37930;4
37931;2
38018;15391
38023;2
38026;1
38027;5
38269;1
38289;10
38290;13
38293;27
38307;9
38312;3
38313;20
38323;4
38402;2
38815;2
38875;20
38986;1
39029;49
39060;2
39122;2
39152;2
39478;1
39480;14
39482;54
39484;5
39485;12
39486;20
39488;13
39489;1
39490;12
39491;42
39492;8
39493;4
39496;4
39497;1
39498;1
39645;14
39650;30
39687;17
39691;4
39700;1
39724;38
39725;2
39766;2
39769;3
39773;1
39774;65
39775;3
39777;1
39791;4
39845;2
39948;24
39956;1
39960;1
40091;4
40117;2
40119;22
40120;49
40122;9
40214;4220
40215;2323
40216;301
40222;2
40223;17
40274;199
40323;101
40324;178
40373;8
40414;1
40477;2
40516;3
40518;45
40519;25
40520;48
40544;14
40545;21
40559;1
40575;8
40576;17
40577;2
40578;1
40681;5
40754;3
40841;8
41170;2
41202;119
41273;11
41275;20
41276;11
41292;4
41294;12
41295;4
41297;76
41899;11
41950;3
41976;4
41977;946
41997;6
42190;6
42197;2
42234;3
42322;8
42353;32
42354;50
42422;1
42565;4
42817;3
42857;1
42879;1
42906;12
43049;2
43057;3
43064;99
43131;12
43263;219
43265;2
43304;3
43305;42
43306;4
43617;14
43654;3
43656;1
43657;15
43658;1
43668;10
43669;2
43670;1
43671;16
43673;7
43674;26
43675;2
43678;14
43767;30
43768;1
43769;3
43770;17
43771;2
43772;1
43773;1
43775;4
43947;29
43948;95
43992;18
43995;2
43997;1
44008;92
44009;30
44011;2
44012;4
44013;7
44249;120
44250;9
44252;17
44255;1
44256;6
44260;6
44442;3
44574;4
44575;26
44576;1
44577;45
44671;31
44674;326
44675;1
44689;1
44737;1
44742;27
44749;14
44823;2
44935;100
44941;1
45056;1
45071;1
45243;5
45254;59
45362;6
45462;6
45465;45
45610;4
45634;4
45655;6
45656;4
45657;5
45663;1
45667;1
45668;4
45669;1
45670;21
45677;6
45989;1
46020;1
46124;2
46126;9
46127;1
46164;1
46177;2
46180;1
46188;3
46205;2
46206;2
46223;2
46224;19
46228;17
46239;2
46254;2
46255;11
46256;1
46351;1
46352;2
46353;1
46355;4
46356;9
46433;2
46503;262
46506;453
46507;1
46609;4
46610;47
46634;4
46677;7
46678;7
46679;1
46680;171
46913;5
46914;5
47021;2
47049;1
47054;4
47055;4
47157;10
47158;1
47229;5
47251;2
47254;2
47281;2
47312;6
47420;8
47421;11
47466;1
47479;5
47492;5
47500;14
47678;55
47679;52
47714;1
47715;18
47716;1
47760;1
47763;2
47770;6
47790;1
47845;14
47847;2
47848;2
47853;2
47858;21
47866;2
47877;3
47879;5
47880;12
47882;2
47883;3
47885;6
47886;17
47917;69
47920;860
47951;2
47989;4
47994;1
48001;10
48003;1
48073;6
48075;4
48076;18
48256;4
48296;151
48463;1
48464;2
48465;6
48466;1
48467;6
48588;22
48664;2
48729;2
48736;192
48935;13
49181;74
49184;1
49186;5
49278;5
49279;5
49283;1
49338;32
49447;5
49546;70
49894;4
49928;50
49964;3
50259;40
50338;3
50340;13
50421;45
50709;1
50715;1
50728;3
50960;5
51101;5
51160;1
51173;1
51195;20
51197;8
51201;1
51288;4
51316;1
51352;1
51364;2
51365;1
51367;1
51515;15
51616;8
51642;2
51663;2
51664;4
51665;9
51668;5
51669;10
51671;1
51695;3
52004;5
52018;1
52021;2
52022;4
52133;194
52225;16
52226;79
52227;1
52229;1
52242;1
52441;9
52442;2
52560;9
52561;5
52584;2
52689;18
52691;39
52692;113
52693;15
52694;453
52696;4
52704;1
52768;1
52771;2
52784;1
52959;3
52972;3
53245;1
53246;45
53249;1
53254;2
53329;21
53332;88
53335;25
53341;3
53342;1
53343;3
53344;5
53345;4
53346;14
53359;1
53365;1
53374;1
53399;22
53406;117
53407;1
53408;94
53409;1
53412;12
53413;1
53417;5
53419;4
53429;1
53434;1
53441;2
53442;36
53443;1
53444;1
53457;1
53460;1
53461;1
53463;3
53633;1
53945;1
53985;121
54005;5
54010;2
54061;1
54062;1
54066;2
54067;88
54120;3
54121;1
54265;2
54291;13
54294;3
54304;5
54393;4
54398;1
54571;1
54767;1
54910;9
54911;1
54913;1
54914;3
54915;6
55079;3
55080;16
55085;1
55194;2
55197;10
55206;4
55207;2
55209;2
55211;2
55212;6
55218;2
55404;2
55504;39
55507;3
55510;1
55518;1
55565;1
55583;8
55601;6
55758;4
55779;8
55968;5
56112;3
56192;1
56193;6
56438;1
56448;15
56450;1
56453;1
56454;7
56456;1
56458;1
56459;3
56464;4
56689;2
56698;24
56730;3
56804;21
56811;1247
56877;2
56956;2
56957;1
57029;2
57040;3
57043;7
57171;1
57270;1
57320;10
57479;1
57480;3
57493;14
57494;1
57609;3
57664;4
57665;45
57666;1
57676;4
57704;3
57706;18
57723;7
57732;6
57739;21
57911;2
57975;22
58050;1
58109;1
58137;1
58138;11
58169;3
58180;11
58343;1
58352;1
58621;24
58712;1
58840;1
59195;3
59196;2
59201;2
59202;1
59203;1
59205;1
59241;3
59288;18
59310;23
59405;978
59406;8
59511;1
59512;1
59610;2
59619;2
59620;107
59732;136
59733;103
59753;13
59779;36
59813;1
59840;4
59843;2
59845;1
60036;11
60133;3
60136;42
60137;2
60216;2
60442;3
60450;2
60454;2
60458;1
60519;6
60520;3
60547;13
60548;5
60549;5
60550;2
60552;49
60890;10
60893;1
60919;1
60922;5
61016;2
61150;2
61170;3
61171;8
61235;1
61414;4
61432;7
61435;46
61592;1
61595;3
61597;2
61598;7
61635;2
61644;3
61645;11
61646;25
61647;3
61648;5
61651;1
61652;5
62101;4
62322;23
62672;1
62680;1
63560;137
63561;6
63612;3
63745;12
64002;4
64104;4
64160;3
64323;2
64495;3
64508;1
64522;10
64642;5
64968;2
64969;65
64970;2
64971;1
64972;2
64974;1
65047;2
65048;6
65058;5
65093;1
65499;1
65505;1
65515;1
65551;1
65552;1
65553;12
65555;1
65656;20
65700;4
65735;92
65741;15
65786;15
65842;1
65958;2
65959;1
66219;5
66228;3
66229;2
66269;4
66271;1
66821;109
66831;5
66863;9
66870;1
66873;1
66874;2
66900;1
66969;1
67280;1
67285;1
67294;1
67297;2
67304;1
67313;3
67344;1
67348;2
67365;2
67384;1
67386;1
67572;1
67575;4
67576;1
67757;14
67780;8
67819;2
67824;1
67825;1
67826;1
67827;4
67855;4
68170;2
68175;1
68192;1
68200;1
68213;2
68217;1
68219;2
68221;1
68239;4
68242;1
68247;1
68255;1
68259;1
68268;1
68270;1
68277;2
68285;1
68287;60
68288;1
68334;1
68335;1
68336;27
68525;45
68565;1
68775;1
68895;92
68898;2
69208;1
69220;18
69224;1
69277;13
69279;13
69280;1
69284;4
69359;2
69360;10
69362;9
69368;4
69370;1
69392;4
69541;6
69578;4
69664;2
69666;1
69710;5
69823;3
69824;4
69825;5
69894;1
69895;2
69962;5
69964;6
69965;7
69966;52
69974;1
70125;44
70346;59
70347;3
70348;18
70448;1
70584;44
70586;1
70774;6
70799;1
70803;4
70856;26
70863;8
70864;1
70993;2
70994;1
70995;1
70996;4
70997;10
70998;1
71235;1
71433;7
71451;3
71452;1
71657;1
71667;3
72000;85
72022;1
72026;2
72226;3
72273;3
72274;81
72275;1
72304;10
72361;2
72407;1
72556;17
72557;9
72763;2
72764;8
73010;8
73030;3
73044;2
73141;6
73778;4
73780;6
73919;1
74030;1
74031;1
74033;1
74109;2
74201;14
74243;139
74311;2
74313;1
74314;2
74316;7
74318;2
74385;1
74386;1
74426;1
74557;1
74581;2
74706;1
74829;11
75105;8
75309;6
75310;10
75385;2
75588;1
75654;11
75682;50
75697;5
75787;8
75796;2
75984;7
75985;12
76008;8
76009;7
76112;78
76113;6
76114;2
76115;2
76122;1
76123;2
76259;315
76312;2
76335;2
76489;1
76594;1
76632;1
76634;2
76635;1
76636;6
76728;1
76731;10
76756;1
76759;21
76760;8
76761;24
76775;1
76831;1
76832;2
76860;2
76862;3
76884;1
76890;5
76891;2
76892;4
76935;3
76978;9
77007;1
77022;3
77039;2
77044;1
77095;19
77098;5
77133;6382
77152;2
77298;2
77635;1
77768;3
77775;1
77777;5
77917;2
78057;2
78120;32
78229;299
78245;2
78258;2
78259;1
78327;6
78331;1
78343;5
78345;14
78346;2
78350;3
78355;1
78398;8
78410;1
78448;25
78527;1
78544;14
78587;2
78898;13
79206;18
79209;1
79263;2
79264;2
79548;2
79604;2
79681;21
79879;2
79880;36
79882;1
79883;6
79884;1
79885;1
79912;2
79967;1
80811;1
80840;1116
80841;184
80842;3
80864;1016
80865;488
80866;258
80867;180
80868;52
80869;136
80870;4
80876;6
80878;1331
80880;2
80881;161
80882;19
81028;6
81093;1
81406;20
81408;1
81409;44
81412;9
81416;2
81417;1
81424;36
81425;16
81459;1
81464;25
81467;3
81468;7
81475;4
81479;8
81569;2
81682;3
81852;22
81858;1
81947;9
81950;2
82115;73
82116;39
82203;3
82367;49
82373;4
82374;16
82376;28
82380;8
82541;59
82633;31
82688;6
82800;1
82802;126
82803;477
82806;1
82926;1
82976;3
82977;3
82978;1
82979;21
82980;5
82983;6
82985;11
82988;2
82990;1
82991;2
82995;2
82996;7
83219;1
83263;9
83264;90
83265;33
83341;1
83382;2
83401;3
83406;4
83451;1
83456;2
83461;24
83462;3
83494;10
83551;1
83552;1
83555;1
83561;1
83564;7
83614;2
83615;1
83617;3
83618;5
83619;1
83637;7
83654;4
83655;64
83681;5
83763;3
83765;6
83766;8
83767;20
83769;2
83771;5
83784;12
83889;16
83984;1
83986;5
84022;4
84023;3
84024;5
84025;2
84029;3
84030;10
84031;3
84032;4
84034;13
84035;8
84086;16
84096;1
84107;1
84108;1
84111;2
84112;11
84139;27
84159;7
84292;1
84372;8
84378;3
84406;18
84407;17
84480;2
84521;3
84531;6
84565;7
84566;6
84567;13
84590;3
84595;2
84633;2
84642;4
84962;1
84980;54
84997;3
84998;4
84999;3
85006;44
85007;26
85009;4
85012;5
85015;12
85017;1
85021;3
85023;44
85025;8
85043;2
85044;1
85075;1
85076;3
85108;3
85151;1
85325;8
85336;45
85402;2
85413;2
85643;3
85683;2
85688;3
85698;117
85701;1
85708;3
85831;76
85874;1
85925;12
86005;1
86166;1
86170;2
86174;305
86175;6
86180;14
86182;47
86183;6
86184;13
86185;19
86189;1
86192;1
86304;1
86331;1
86332;2
86473;3
86661;123
86663;13
86664;7
86665;6
86666;2
86668;4
86796;4
86840;1
86956;4
86959;6
87458;1
87541;2
87650;2
87882;120
87883;131
88058;1
88132;34
88233;19
88274;15
88382;1
88431;9
88688;5
89014;4
89059;5
89061;2
89065;7
89066;4
89093;1
89152;3
89153;2
89184;1
89373;1
89583;1
89957;1
89966;19
89968;1
90060;311
90239;23
90240;1
90241;58
90242;14
90243;18
90244;1
90245;104
90370;4
90371;15
90426;84
90627;1
90728;1
90730;1
90731;46
90732;12
90964;29
90970;9
91061;168
91347;387
91360;10
91459;1
91604;5
91623;4
91624;3
91626;2
91750;1
91822;2
91914;5
91994;1
92002;1
92003;24
92172;2
92487;6
92644;1
92645;19
92647;25
92713;1
92933;10
92942;3
92945;1
92947;1
93063;1
93064;2335
93171;2
93172;1
93217;49
93218;24
93219;5
93220;9
93222;8
93369;22
93378;2
93506;2
93678;1
93681;2
94009;8
94132;2
94140;3
94254;5
94255;1
94624;5
94625;52
94626;23
94627;1
94695;2
94869;13
95149;2
95160;1
95301;7
95485;3
95486;73
95607;6
95616;4
95618;7
95818;1392
96344;8
96345;81
96472;25
96773;13
96892;10
96941;5
96942;22
97050;2
97084;2
97138;2
97253;21
97478;6
98228;1
98513;1
98672;35
99179;2
99594;2
99656;2
99906;1
99907;1
100134;4
100174;1
100176;23
100468;1
100469;5
100860;2
100861;7
100883;2
100884;2
100886;7
101070;1
101102;1
101191;5
101192;206
101564;3
101570;1
101571;370
102109;12
102116;1
102119;1
102129;1
102148;1
102232;1
102294;895
102684;7
102891;1
102897;2
103621;13
103732;2
103810;13
103816;6
103817;1
103837;14
103838;1
103855;36
103891;3
103892;2
104087;7
104098;2
104100;8
104101;2
104102;1
104174;1
104267;11
104336;1
104609;2
104628;1
104662;4
104663;2
104955;1
105219;115
105483;6
105560;18
105612;1
105751;3
105841;4
105843;1
106146;8
106147;4
106588;4
106589;109
106590;50
106591;3
106592;16
106648;257
106649;34
106654;201
107327;2
107400;3
107401;5
107636;7
107709;1
108003;1
108007;2
108015;15
108028;1
108328;1
108486;1
108528;4
108980;699
108981;84
109152;65
109258;1
109327;26
109328;2
109894;1
109895;1
110321;10
110365;1
110456;30
110505;1
110539;2
110932;1
110933;4
110937;3
111015;1
111105;25
111500;2
111527;7
111611;1
111769;28
111770;36
111782;1
111802;1
111804;1
111831;2
111844;2
112002;4
112008;2
112009;1
112040;2
112090;6
112091;2
112234;11
112248;3
112413;1
112900;24
112901;5
112902;6
112903;11
112904;1
113226;1
113267;1
113269;1
113287;2
113395;9
113559;3
113564;1
113566;1
113567;1
113568;1
113571;5
114050;2
114090;1
114136;4
114248;9
114249;23
114295;4
114404;4
114527;5
114616;46
114628;2
114652;1
114686;1
114707;4
114710;168
114715;14
114742;160
115335;1
115531;9
115544;44
115547;111
115551;2
115553;10
115555;9
115561;1
115714;1
115780;9
115781;12
115782;2
115783;10
115860;4
115981;3
115992;1
116085;9
116090;3
116718;2
116849;28
117506;1212
117563;1
117574;43388
117680;1
117681;12
117743;27
117747;1
117820;1
118062;2
118173;4
118882;9
118967;7
118968;1
119000;1
119044;2
119045;18
119060;239
119069;1
119219;76
119224;11
119484;1
119541;3
119641;1
119858;1
119912;1
119977;52
119978;18
119981;1
120107;3
120213;7
120377;6
120398;5
120831;1
120956;9
120957;2
120961;1
121039;2
121290;6
121292;1
121428;13
121608;1
121620;1
121734;2
121821;3
122277;41
122355;2
