TaxID;output/DNA_220719_22-24hmix_cer_BIOMcombi_S32_kaiju.out
1126;7
1150;22
1151;2
1160;4
1161;29
1163;1
1176;2
1177;2
1178;1
1218;4
1219;3
1224;807
1227;3
1231;1
1234;11
1236;469
1239;726
1243;20
1244;1
1245;17
1246;3
1247;2
1249;1
1253;1
1255;1
1257;1
1260;11
1261;5
1263;129
1264;61
1265;27
1267;2
1268;7
1270;3
1274;1
1279;76
1280;1843
1281;1
1282;92
1283;29
1286;5
1288;5
1290;28
1292;1
1293;5
1294;2
1296;29
1298;9
1300;12
1301;577
1302;2
1303;3
1304;6
1305;7
1306;5
1307;1239
1308;23
1309;1
1311;143
1313;91
1314;37
1318;3
1322;7
1323;5
1326;6
1328;21
1329;6
1334;141
1335;7
1336;15
1337;34
1338;1
1339;1
1340;6
1346;111
1348;34
1349;182
1350;96
1351;389
1352;124
1353;25
1354;3
1355;3
1356;2
1357;56
1358;87
1359;13
1360;11
1363;15
1364;9
1366;17
1372;2
1373;2
1375;5
1376;2
1378;3
1379;1
1380;1
1382;1
1385;97
1386;167
1390;9
1391;15
1392;1
1393;6
1396;92
1397;43
1398;4
1399;12
1401;6
1402;13
1404;33
1405;355
1406;15
1408;22
1421;26
1422;6
1423;39
1426;3
1428;31
1445;1
1450;5
1451;5
1452;25
1454;3
1455;7
1456;2
1464;4
1465;39
1467;28
1471;8
1472;3
1473;2
1474;2
1476;2
1478;4
1482;10
1484;1
1485;658
1488;4
1490;46
1491;561
1492;41
1493;6
1494;43
1495;5
1496;94
1497;18
1498;2
1499;10
1501;28
1502;210
1503;15
1504;3
1505;51
1506;25
1509;68
1510;1
1511;228
1512;25
1513;15
1515;3
1516;2
1517;4
1519;31
1520;243
1521;3
1522;32
1527;102
1528;42
1529;14
1530;4
1531;68
1532;1
1533;2
1534;32
1535;1
1537;7
1538;2
1540;10
1541;29
1547;49
1548;1
1556;30
1557;5
1559;20
1561;4
1564;9
1569;14
1575;6
1578;4
1580;12
1581;9
1582;2
1583;12
1584;58
1587;2
1588;1
1589;2
1590;27
1596;4
1597;17
1598;41
1599;6
1600;1
1601;8
1610;40
1613;30
1614;1
1618;4
1622;2
1623;4
1624;33
1625;1
1629;227
1630;10
1632;2
1637;22
1639;96
1640;1
1641;1
1642;1
1647;2
1649;1
1650;1
1652;2
1654;1
1661;3
1663;2
1664;1
1678;2
1680;4
1681;3
1684;2
1688;1
1689;2
1693;1
1694;3
1696;1
1710;1
1716;19
1717;11
1718;2
1724;1
1730;20
1731;10
1732;5
1735;6
1736;66
1744;2
1747;1
1748;1
1754;1
1760;34
1763;2
1773;5
1774;4
1778;1
1780;1
1793;2
1813;3
1817;6
1822;1
1823;1
1827;9
1828;11
1829;1
1830;5
1833;4
1839;1
1843;2
1854;2
1859;1
1873;3
1883;18
1886;1
1910;3
1914;1
1915;1
1930;1
1963;1
1988;1
1991;1
1995;1
2023;2
2030;1
2033;3
2034;2
2045;1
2047;1
2049;2
2054;3
2055;2
2062;2
2064;1
2070;3
2088;1
2092;3
2093;3
2095;13
2102;4
2109;1
2110;1
2112;1
2127;2
2146;8
2157;19
2158;1
2160;1
2164;1
2172;8
2173;14
2177;6
2183;1
2191;15
2194;1
2201;1
2205;1
2206;2
2207;8
2208;6
2209;14
2214;4
2220;7
2221;1
2222;7
2223;43
2225;2
2289;4
2291;6
2292;3
2293;7
2296;1
2298;1
2322;2
2330;5
2335;1
2340;1
2350;1
2352;1
2358;4
2371;2
2374;5
2375;9
2377;2
2378;3
2420;1
2422;1
2424;1
2697;1
2698;6
2702;2
2717;11
2737;8
2738;124
2739;6
2741;5
2742;19
2743;2
2745;9
2747;2
2748;9
2750;1
2751;82
2754;15
2756;8
2757;2
2759;1
2836;1
2879;2
2949;4
2951;2
2952;5
3052;1
3068;1
4751;2
4781;1
4842;1
4854;1
4874;1
4892;1
4919;1
4930;1
4953;1
5125;1
5208;1
5693;1
5758;37
5759;25
5778;2
5809;1
5949;1
5963;2
5974;1
10239;46803
10288;5
10486;2
10509;1
10524;1
10566;1
10617;1
10632;3
10663;1
10683;3
10704;12
10780;9
10794;1
10803;427
10804;15
10814;4
10841;1113
10847;1
10848;2
10849;3
10855;3
10860;45
12333;565
12348;2
12429;130
12916;107
12917;24
12967;1
12968;1
13075;1
13076;12
13134;1
13160;1
13243;2
13276;2
13289;2
13687;5
13689;1
13690;4
13724;1
13725;1
27294;1
28025;12
28026;1
28031;6
28033;1
28037;11
28038;13
28050;2
28051;75
28052;3
28064;1
28066;9
28068;7
28072;1
28077;2
28080;3
28081;1
28090;137
28091;2
28092;2
28095;12
28099;1
28101;2
28105;3
28109;17
28110;2
28111;18
28112;33
28113;34
28114;12
28115;1
28116;104
28117;38
28118;23
28119;4
28125;90
28126;2
28127;8
28128;5
28129;2
28130;10
28131;13
28132;9
28134;2
28135;1
28136;1
28141;10
28151;5
28152;7
28161;1
28171;1
28172;1
28183;2
28188;3
28189;1
28194;1
28196;115
28197;4634
28198;10229
28199;1
28200;80
28201;1
28209;2
28211;31
28214;2
28216;62
28220;2
28221;24
28222;3
28223;4
28227;2
28228;3
28229;1
28230;3
28231;1
28236;24
28251;17
28253;9
28256;3
28258;1
28261;1
28311;2
28443;1
28446;5
28447;1
28448;1
28449;1
28450;22
28453;59
28454;3
28890;6
28901;65
28907;3
29290;5
29321;1
29324;1
29330;4
29332;13
29341;32
29345;14
29347;20
29348;1
29349;1
29354;29
29355;8
29358;3
29359;4
29360;4
29362;15
29363;54
29364;5
29365;4
29367;15
29369;9
29370;39
29372;3
29378;10
29379;4
29382;1
29385;23
29388;2
29389;22
29394;3
29396;2
29405;1
29408;1
29419;4
29427;2
29430;129
29432;2
29433;17
29435;1
29438;1
29443;4
29448;3
29450;2
29465;7
29466;1
29485;3
29487;3
29489;8
29494;1
29497;3
29511;2
29521;5
29530;1
29533;1
29536;17
29541;2
29543;9
29544;1
29545;12
29547;67
29548;1
29552;2
29553;3
29555;1
29559;7
29561;2
29562;7
29570;3
29580;6
29581;10
31502;1
31552;1
31909;1
31953;9
31971;7
31973;5
31977;4
31979;66
31989;18
31993;1
32002;2
32003;3
32008;40
32011;2
32012;1
32016;1
32033;7
32036;1
32040;3
32046;2
32066;38
32067;61
32068;60
32257;3
33001;2
33015;1
33018;2
33025;16
33029;6
33031;2
33034;2
33035;36
33037;2
33038;64
33039;15
33042;6
33043;7
33046;1
33047;1
33050;1
33053;34
33057;4
33059;1
33069;3
33074;2
33178;1
33807;6
33809;3
33811;10
33852;1
33882;5
33922;3
33923;2
33926;4
33932;4
33934;10
33936;11
33938;1
33940;1
33941;3
33945;10
33946;8
33951;23
33952;3
33953;2
33954;66
33958;45
33959;3
33964;11
33968;3
33970;1
33977;1
33986;5
33994;3
33998;1
34002;1
34004;2
34008;1
34015;1
34027;1
34029;4
34031;2
34032;8
34034;2
34058;1
34059;17
34060;8
34061;13
34062;167
34064;1
34072;13
34073;19
34084;5
34085;65
34087;1
34097;8
34104;7
34105;62
35339;1
35342;1
35619;1
35623;2
35700;1
35703;2
35725;1
35760;2
35786;2
35798;1
35799;1
35806;2
35818;7
35823;4
35825;2
35830;1
35832;1
35833;9
35839;1
35841;1
36646;2
36739;2
36742;3
36745;7
36746;1
36809;11
36821;1
36832;1
36834;13
36835;8
36839;2
36841;18
36842;6
36844;1
36845;7
36847;15
36849;12
36853;10
36854;6
36861;1
36862;1
36866;1
36874;8
37330;1
37372;1
37448;3
37452;105
37482;1
37625;1
37637;1
37658;10
37659;126
37734;42
37752;1
37919;9
37921;1
37930;2
38018;21596
38027;2
38289;1
38293;11
38307;5
38313;9
38501;1
38875;24
39029;23
39152;3
39441;2
39480;6
39482;56
39485;20
39486;11
39488;26
39489;1
39490;19
39491;18
39492;7
39493;12
39495;2
39496;11
39650;3
39766;6
39769;1
39774;3
39777;2
39779;3
39791;1
39948;14
39962;2
40091;2
40117;2
40119;5
40120;2
40137;1
40214;539
40215;345
40216;74
40222;1
40223;1
40274;19
40323;7
40324;20
40373;3
40414;5
40516;1
40518;76
40519;22
40520;42
40539;1
40543;2
40544;14
40545;11
40575;13
40576;4
40754;1
40841;2
41202;3
41273;8
41275;5
41276;1
41292;1
41297;17
41899;1
41976;1
41977;19
41978;1
41997;1
42094;10
42197;2
42234;2
42252;1
42322;30
42353;3
42354;3
42422;1
42444;1
42906;2
43064;6
43131;16
43143;7
43263;10
43304;1
43305;39
43356;1
43595;1
43657;5
43658;1
43668;4
43669;3
43673;2
43676;3
43767;1
43768;2
43770;3
43775;2
43947;19
43948;29
43987;1
43992;3
43995;3
44000;1
44008;97
44009;9
44011;1
44013;2
44249;146
44250;3
44252;7
44255;1
44256;3
44258;5
44575;2
44577;5
44671;1
44674;65
44737;1
44742;1
44747;1
44749;5
44823;2
44935;53
45065;1
45066;1
45243;3
45254;40
45362;8
45462;2
45465;1
45497;2
45634;7
45655;3
45656;4
45657;3
45663;2
45667;2
45668;14
45670;2
45677;1
45764;1
45972;2
45989;1
46124;4
46127;5
46205;1
46206;5
46223;1
46224;22
46228;13
46239;4
46255;2
46351;2
46468;1
46469;2
46503;53
46506;119
46507;2
46609;10
46610;3
46677;5
46679;1
46680;16
46913;2
46914;2
47157;6
47254;3
47298;1
47420;1
47493;1
47500;23
47670;4
47678;25
47679;14
47770;4
47874;1
47875;1
47877;4
47880;1
47885;1
47917;17
47920;39
47951;2
47989;1
48001;2
48003;3
48073;1
48075;1
48076;4
48292;1
48296;62
48467;1
48479;3
48736;27
48935;3
49181;4
49184;2
49186;1
49278;1
49279;3
49338;3
49546;93
49547;2
49893;1
49894;2
49928;40
50259;4
50340;2
50421;1
50960;19
51101;4
51161;1
51173;4
51195;2
51197;2
51352;1
51366;2
51515;2
51564;1
51616;7
51637;1
51642;1
51664;2
51665;10
51668;4
51669;8
52004;2
52022;1
52133;74
52225;5
52226;16
52227;1
52229;1
52584;5
52603;1
52689;12
52691;9
52692;24
52693;4
52694;159
52768;2
52959;2
52972;2
53246;29
53249;1
53254;1
53329;1
53332;6
53335;9
53343;4
53344;4
53345;11
53346;9
53406;6
53408;2
53409;1
53412;2
53417;1
53422;2
53442;6
53443;1
53444;1
53446;1
53457;1
53462;1
53463;1
53483;1
53985;3
54005;1
54006;1
54061;1
54067;1
54261;6
54291;3
54294;1
54297;1
54304;2
54311;1
54393;1
54398;1
54526;2
54767;1
54910;3
54915;10
55079;7
55080;30
55085;3
55197;22
55211;3
55212;1
55504;7
55507;2
55510;2
55518;1
55601;1
55758;9
55779;1
56112;1
56426;1
56438;2
56448;5
56637;1
56689;1
56698;3
56774;2
56804;7
56811;1
56878;2
57028;2
57029;5
57040;1
57320;1
57480;2
57493;3
57494;2
57664;4
57665;28
57676;1
57706;5
57723;3
57732;3
57739;3
57911;1
58119;2
58137;2
58138;2
58621;1
58712;1
58840;1
59196;2
59241;2
59288;12
59310;47
59405;39
59406;1
59512;1
59602;1
59610;3
59619;14
59620;85
59732;125
59733;23
59734;3
59739;2
59753;4
59843;1
59845;1
60133;6
60246;1
60442;4
60549;1
60550;2
60552;9
60922;1
61013;1
61170;4
61171;1
61414;1
61424;1
61432;3
61435;18
61595;3
61598;2
61644;3
61645;5
61646;4
61648;3
61652;1
62322;4
62609;2
63560;49
63745;1
64104;9
64160;2
64323;1
64642;1
64969;34
64971;1
65048;1
65058;2
65093;1
65403;3
65553;4
65656;1
65700;2
65735;1
65786;5
66219;7
66269;3
66821;11
66831;1
66863;10
66874;2
67297;4
67308;1
67572;1
67575;1
67757;13
67780;2
67812;1
67819;2
67854;1
67855;3
68193;1
68219;1
68239;1
68259;1
68287;13
68295;4
68335;3
68336;22
68525;48
68892;4
68895;10
69208;3
69220;2
69224;1
69277;3
69279;5
69360;1
69362;1
69473;2
69499;1
69541;1
69664;1
69666;4
69824;7
69825;1
69964;1
69965;7
69966;20
69974;1
70125;1
70255;1
70346;5
70347;2
70348;6
70584;2
70775;1
70856;2
70993;5
70994;2
70995;1
70996;2
70997;1
70998;1
71188;1
71237;1
71433;2
71451;1
71656;1
72000;6
72026;2
72274;3
72293;1
72304;2
72361;3
72556;1
72557;2
72638;2
72763;2
72764;1
73010;2
73141;2
73868;3
73919;1
74109;1
74201;4
74243;6
74557;2
74701;2
74706;4
74829;1
75058;1
75105;2
75309;1
75310;1
75612;1
75658;1
75682;7
75697;1
75787;1
75984;4
75985;7
76009;5
76113;1
76259;12
76489;2
76731;1
76759;3
76761;2
76775;1
76831;7
76832;4
76859;1
76860;3
76861;2
76890;3
76892;2
76978;1
77007;1
77022;1
77095;7
77098;1
77133;665
77635;1
77768;2
77775;4
77777;7
77917;2
78057;1
78120;18
78229;23
78258;1
78327;5
78342;1
78350;1
78398;2
78448;3
78543;3
78544;3
79206;11
79209;1
79263;8
79328;7
79329;2
79548;1
79604;6
79681;38
79879;1
79880;45
79881;2
79883;4
79884;4
79912;1
80840;116
80841;21
80852;1
80854;1
80864;45
80865;26
80866;35
80867;7
80868;1
80869;4
80878;36
80880;2
80881;7
80882;1
81028;2
81406;1
81409;17
81412;1
81424;85
81425;1
81461;4
81464;44
81468;36
81682;1
81684;1
81852;13
81895;1
81947;11
82115;6
82116;11
82135;1
82348;2
82367;1
82373;6
82374;18
82376;6
82541;8
82633;1
82688;1
82800;2
82801;6
82802;29
82803;68
82805;1
82806;1
82979;5
82980;1
82981;5
82985;4
82988;1
82996;6
83171;1
83264;1
83406;1
83461;6
83462;1
83552;2
83558;1
83564;2
83612;7
83654;4
83655;14
83661;2
83681;1
83763;1
83765;5
83767;4
83769;1
83770;2
83771;6
83784;1
83889;20
83984;1
83986;6
84022;8
84023;1
84024;23
84025;16
84029;3
84030;4
84031;2
84032;2
84034;2
84035;6
84086;14
84110;2
84112;4
84136;1
84159;4
84372;2
84378;2
84406;9
84407;25
84566;11
84567;14
84642;7
84698;3
84757;1
84980;3
84998;3
84999;1
85006;19
85007;2
85020;1
85023;5
85043;3
85072;1
85076;2
85336;6
85402;4
85683;2
85698;13
85701;1
85831;32
85874;1
86102;1
86170;1
86174;3
86175;2
86180;2
86182;6
86332;7
86473;10
86661;132
86663;4
86664;7
86666;1
86668;1
86956;1
86959;2
87650;1
87882;19
87883;22
88058;2
88132;13
88233;1
88274;3
88431;7
88688;1
89014;3
89059;1
89066;1
89152;6
89153;3
89966;10
90060;15
90239;11
90240;3
90241;5
90242;1
90243;12
90245;105
90371;6
90426;29
90728;1
90730;1
90731;3
90732;4
90964;20
90970;3
90974;1
91061;192
91347;58
91359;1
91360;2
91604;4
91623;6
91624;1
91626;1
91750;2
91822;1
91994;12
92172;3
92402;1
92645;2
92647;1
92933;1
92942;2
93064;66
93217;4
93218;4
93369;2
93378;1
93944;1
93974;1
94130;1
94254;4
94255;2
94625;13
94626;1
94695;2
94868;1
94869;13
95149;2
95486;9
95818;70
96345;126
96472;3
96892;3
96941;1
96942;2
97050;1
97084;2
97138;3
97253;32
97393;1
97478;2
98228;2
98513;1
98672;3
99286;2
99598;1
99656;2
99906;1
99907;3
100134;3
100174;4
100176;2
100716;1
100883;2
100884;7
100886;8
101070;3
101115;1
101192;28
101571;98
102106;1
102116;2
102125;1
102129;2
102235;1
102294;371
102684;5
103621;2
103732;1
103810;7
103837;1
103855;3
104102;1
104174;1
104264;4
104267;13
104609;1
104623;1
104628;2
104662;1
104663;1
105219;8
105422;1
105483;1
105560;1
105612;1
105841;2
106147;7
106588;7
106589;20
106590;5
106591;2
106592;7
106633;2
106648;85
106649;11
106654;44
107400;1
107401;6
107636;1
108003;2
108150;1
108328;4
108486;3
108980;119
108981;46
109152;2
109327;21
109328;9
109472;1
109897;1
110321;3
110456;3
110933;1
110937;1
111105;5
111500;8
111501;1
111504;3
111527;3
111611;1
111769;23
111770;5
111782;1
111844;1
112008;2
112040;2
112091;2
112234;15
112252;1
112900;33
112901;8
112902;3
112903;5
112904;6
113269;2
113287;1
113395;1
113561;1
113571;2
114090;1
114136;9
114249;2
114295;2
114527;3
114616;4
114627;1
114628;3
114707;2
114710;17
114715;2
114742;2
115531;1
115544;19
115547;48
115555;1
115561;1
115781;1
115782;1
115783;2
115860;1
115992;4
116085;6
116090;12
116718;1
116849;4
117506;45
117563;1
117574;6443
117681;4
117743;41
117747;1
118322;2
118747;1
118748;1
118882;2
118884;1
118967;11
118968;1
119045;2
119060;31
119219;7
119224;3
119394;1
119641;8
119864;1
119977;6
120370;1
120377;1
120398;2
120682;1
120831;2
121428;1
122277;6
122706;12
122960;1
123820;2
123824;2
123841;1
125216;5
125614;1
125627;1
126157;2
126385;4
127458;2
127886;1
128780;1
128782;2
128785;1
128827;29
129337;5
129338;1
129577;1
129578;3
129957;7
129985;1
130049;4
130788;2
131111;1
131112;1
131567;149
131568;1
132132;5
132144;2
132476;5
132920;1
132925;36
132932;4
133190;4
133412;1
133448;5
133539;10
133925;2
134533;116
134534;15
134537;2
134605;2
134623;1
135193;2
135487;6
135575;2
135588;3
135614;3
135616;4
135618;4
135619;11
135620;4
135621;104
135622;8
135623;1
135735;1
135826;3
135858;3
136072;2
136492;1
136547;2
136548;1
136841;3
136845;2
136846;1
136849;9
136993;1
137357;1
137545;2
137591;1
137716;1
137730;5
137732;1
137733;1
137778;10
137838;25
137993;3
138072;2
138073;2
138074;1
138118;8
138336;1
138563;4
139043;6
139438;8
140057;10
140314;5
141391;1
141451;1
141949;3
142585;2
142588;2
142877;3
143222;1
143361;1
144023;1
144185;3
144191;3
144679;1
145285;1
145579;300
146021;1
146806;1
146817;8
146866;1
146919;3
146938;2
146939;2
146940;1
147047;2
147207;1
147317;1
147550;1
147645;9
147709;1
147802;1
148604;3
148813;3
148814;3
148942;2
149015;10
149539;1
149698;5
150022;1
150033;1
150055;13
150056;3
150060;1
150123;2
150146;1
150172;6
150240;1
150247;6
150723;1
150832;2
151276;5
151341;1
151755;1
151894;9
151895;31
152268;5
152331;2
152335;5
152480;1
152490;1
152573;1
153026;21
153265;1
153491;5
153493;2
153496;1
153622;1
153721;4
154046;31
154288;30
154347;3
154621;2
155077;2
155322;14
155493;10
155515;1
155618;1
155680;1
155865;5
155866;2
155894;5
155977;1
155978;1
156205;1
156213;1
156406;2
156614;1
156892;1
156973;59
156974;7
156981;5
157076;76
157226;8
157227;5
157466;1
157592;1
157687;68
157688;16
157691;8
157692;134
157782;2
157920;1
158327;1
158481;2
158500;16
158823;1
158836;18
158846;52
158847;7
158850;2
158852;3
159153;5
159271;16
159274;1
159728;8
159749;1
160290;1
160396;7
160404;6
160454;3
160487;5
160699;1
160798;1
160808;3
160825;7
161154;2
161398;1
161544;1
161895;2
162156;4
162209;23
162289;15
162426;1
162491;1
163604;1
163665;133
163869;3
163908;1
164400;7
164516;1
164546;4
164759;5
165179;760
165185;31
165186;27
165438;2
165695;3
165696;1
165697;3
165779;12
165813;7
166485;3
166486;3
166939;18
167642;13
167645;3
167968;2
168384;28
168471;11
168658;1
168808;1
168934;1
169176;1
169292;1
169435;3
169480;6
169679;32
169760;1
170540;1
170573;1
170623;4
170679;1
170861;4
171284;2
171383;1
171404;2
171437;1
171523;1
171549;707
171550;3
171551;1
171552;23
171673;1
171674;7
171865;1
172044;1
172045;5
172297;1
172713;1
172733;7
172901;4
173366;1
173479;1
173676;1
173959;1
174230;1
174587;7
174633;1
174709;1
175306;106
176292;1
177400;10
177972;1
178340;1
178469;2
178606;1
178898;1
179636;13
179879;4
179997;1
180162;12
180163;15
180164;1
180197;9
180282;15
180311;9
180332;69
180344;8
180495;2
180588;5
180837;1
180957;2
181070;98
181073;1
181083;3
182180;2
182411;5
182773;1
182845;1
182899;1
183670;7
183795;4
183963;1
183967;5
184065;1
184077;1
184748;9
184912;4
184917;1
185007;2
185008;1
185291;22
185293;7
185294;40
185300;15
185638;1
185639;2
185761;1
185874;1
185880;55
185978;23
185979;28
186490;3
186532;4
186616;1
186617;168
186650;1
186801;25
186802;1353
186803;220
186804;22
186806;1
186817;145
186818;3
186820;2
186822;13
186824;2
186826;87
186827;26
186828;7
186831;191
186846;1
186928;7
186931;1
187218;90
187303;1
187304;5
187328;9
187452;2
187492;2
187868;12
187979;7
188143;1
188913;10
188932;5
189330;6
189381;1
189382;1
189426;8
189622;1
189691;7
189722;1
189723;1
189774;1
190146;1
190721;1
190895;5
190898;2
190972;2
190976;1
190977;1
191027;1
191303;25
191373;6
191412;1
191577;3
191579;2
191768;1
191769;3
191770;10
192066;30
192387;1
192814;1
192843;10
192944;1
194195;1
194196;2
194197;22
194424;11
194690;1
194924;30
195064;3
195088;6
195105;1
195253;1
195498;4
195907;8
195930;1
196024;8
196159;2
196180;1
196198;1
196367;2
196587;2
196806;16
196816;375
196818;5
196821;34
196834;1
196869;38
196894;1689
196895;848
196896;2060
197162;5
197183;15
197222;6
197479;1
197482;49
197614;1
198110;4
198119;3
198252;6
198347;5
198422;1
198467;2
198482;11
198483;7
198484;1
198706;2
199441;8
200124;2
200126;1
200413;2
200451;1
200473;1
200475;3
200643;43
200644;73
200666;1
200795;11
200904;9
200918;1
200940;4
201089;3
201153;2
201174;33
202746;10
202950;33
202951;7
202952;2
202954;13
202955;5
202956;135
203192;4
203473;23
203482;2
203491;4
203492;4
203557;1
203682;4
203691;5
203692;1
203699;1
204037;5
204046;1
204429;13
204431;2
204455;6
204457;8
204475;2
204476;2
204516;2
204773;2
204799;7
204891;1
205844;1
206041;3
206096;167
206351;3
206379;1
206389;3
207608;1
208223;13
208224;4
208226;2
208479;51
208602;2
208962;3
209080;63
209274;1
209389;1
210448;1
210993;1
211460;2
211502;5
212403;1
212767;2
212773;1
213118;3
213119;1
213121;5
213431;2
213481;1
213774;2
213782;2
213849;78
214473;3
214851;3
214853;7
214856;12
214904;5
214905;9
215200;4
215580;3
215591;1
215690;4
215743;1
215777;3
215796;13
215803;10
216465;7
216572;139
216816;3
216851;33
216903;4
216934;1
217031;4
217090;2
217159;1
217168;2
217204;1
217495;1
218144;2
218205;1
218208;4
218284;3
218538;3
218936;1
219181;1
219314;1
219572;2
219649;8
219748;3
220622;10
221027;1
221065;1
221126;1
221280;1
221400;5
221711;2
221822;7
222440;6
222819;2
223390;1
223785;5
223788;2
223903;1
224372;1
224467;3
224471;1
224756;1
224999;10
225004;1
225144;7
225194;1
225324;5
225326;1
225345;17
225362;4
225762;2
225971;2
225985;3
225991;34
225992;12
227138;3
227290;42
227292;4
227388;1
227866;1
227945;1
228229;3
228599;3
228899;2
229203;1
229204;9
229205;3
229535;1
229549;34
229920;1
229921;1
230091;2
230105;2
230361;7
230470;4
230495;1
230752;2
230871;2
230954;5
231048;1
231049;2
231438;2
231447;4
231454;4
231455;1
231683;1
232216;16
232259;1
232270;4
232537;1
232721;1
235205;1
235627;2
236100;1
236210;5
236244;2
236753;2
237258;28
237368;1
237610;4
237611;1
237682;3
238012;1
238749;1
238834;75
238854;1
239759;16
239934;4
239935;15
240167;42
240412;2
241555;1
242065;1
242600;4
242750;6
243899;3
244127;14
244366;5
244735;1
244830;21
245876;2
246144;44
246167;3
246191;1
246432;35
246787;28
246875;2
247480;1
247482;1
247639;2
248039;2
248316;1
248451;1
249352;1
251540;2
251701;7
251747;1
252130;1803
252246;1
252307;1
252356;1
252966;2
252967;3
252970;2
253239;2
253244;6
253255;3
253256;3
253257;9
253314;1
253824;2
253839;1
254758;5
254759;13
254785;1
254793;2
255204;1
255205;1
255247;2
255507;616
255519;1
255723;2
256324;1
256466;2
256839;2
256845;1
257487;2
257493;4
257496;1
257758;10
258050;1
258255;1
258475;2
258515;13
259063;10
260149;12
260554;2
261299;45
261392;1
261474;4
261685;1
261825;9
262668;17
262968;1
263067;2
263377;3
263378;1
263474;3
263511;1
263819;1
263852;4
264027;2
264463;35
264574;3
264634;3
264636;2
264637;3
264691;5
265175;11
265291;2
265546;1
265570;3
265719;1
265948;34
266009;12
266061;1
266123;18
266128;2
266748;1
266762;4
266805;7
266809;1
266892;1
267212;1
267746;4
267849;1
267889;1
267893;2
267989;8
268141;2
268407;5
269237;19
269259;1
269672;1
269673;4
269798;2
270495;2
270496;1
270498;1
270636;2
270921;1
271091;1
271155;12
271156;1
271160;1
271417;6
271420;16
271647;4
272567;1
272636;15
272773;4
272774;1
273032;1
273376;4
274470;1
274593;8
278008;37
278956;3
278991;1
279058;1
279113;1
279215;2
279356;1
279383;2
279532;2
279826;1
280145;28
280147;4
280333;1
280473;1
281361;3
281362;1
281375;4
281376;5
