TaxID;output/DNA_220623_24hmix_cer_BIOMcombi_S21_kaiju.out
1849104;3
1849166;2
1849168;1
1849170;1
1849176;1
1849249;1
1849360;2
1849383;1
1849581;4
1849582;6
1849719;62
1849733;8
1849822;2
1850093;1
1850238;3
1850250;1
1850254;19
1850255;8
1850347;1
1850348;1
1850362;1
1850366;4
1850370;13
1850517;2
1850526;1
1850581;9
1851019;216
1851146;4
1851148;2
1851185;1
1851204;2
1851428;2
1851429;7
1851505;2
1851544;12
1851572;2
1851577;14
1851646;1
1852019;32
1852027;1
1852361;1
1852362;226
1852364;9
1852365;3
1852366;1
1852367;23
1852370;12
1852371;1
1852372;3
1852373;1
1852375;5
1852381;4
1852384;8
1852385;4
1852388;10
1852522;1
1852562;1
1852599;16
1852622;13
1852628;1
1852629;2
1852638;4
1852640;19
1852657;1
1852776;5
1852786;4
1852787;9
1852788;1
1852789;6
1852790;4
1852791;61
1852792;99
1852793;104
1852794;25
1852795;99
1852796;26
1852797;14
1852798;218
1852799;31
1852800;7
1852801;210
1852802;13
1852803;1
1852804;12
1852805;21
1852806;9
1852807;62
1852808;33
1852809;398
1852810;214
1852811;452
1852812;43
1852813;12
1852814;2
1852815;146
1852816;1728
1852817;5
1852818;2
1852819;3
1852820;55
1852821;517
1852825;1
1852826;79
1852827;5
1852831;1
1852832;1
1852833;1
1852834;9
1852835;24
1852837;2
1852838;9
1852839;148
1852840;129
1852841;23
1852847;29
1852848;10
1852849;219
1852850;158
1852851;3
1852853;6
1852854;13
1852857;7
1852858;13
1852859;3
1852860;5
1852861;29
1852862;27
1852863;4
1852864;2
1852866;14
1852867;270
1852868;33
1852869;73
1852871;39
1852872;39
1852873;2
1852874;6
1852875;7
1852876;5
1852878;123
1852879;7
1852880;48
1852881;31
1852882;5
1852883;5
1852884;38
1852885;85
1852886;4
1852887;2
1852888;58
1852889;14
1852890;4
1852891;10
1852892;489
1852893;2
1852895;6
1852896;381
1852897;10
1852898;428
1852899;4
1852900;25
1852901;9
1852902;9
1852903;9
1852904;5
1852906;67
1852907;25
1852908;2
1852909;4
1852910;9
1852912;1
1852913;11
1852914;13
1852915;1
1852916;12
1852917;3
1852918;56
1852919;8
1852920;219
1852921;13
1852922;33
1852923;22
1852925;10
1852926;6
1852927;21
1852928;2
1852929;23
1852930;3
1852931;20
1852934;29
1852935;27
1852938;43
1852939;2366
1852940;3
1852941;14
1852942;10
1852943;1
1853216;6
1853230;2
1853231;73
1853232;4
1853259;3
1853276;25
1854498;6
1855287;2
1855288;1
1855291;2
1855295;2
1855299;2
1855300;12
1855302;1
1855303;6
1855304;2
1855305;6
1855317;11
1855323;12
1855325;29
1855330;1
1855334;1
1855336;1
1855338;23
1855339;2
1855340;29
1855344;1
1855373;5
1855374;2
1855375;37
1855376;2
1855383;6
1855396;30
1855397;2
1855398;17
1855400;3
1855519;5
1855631;1
1855823;10
1855880;1
1855882;7
1855894;1
1856120;12
1856277;44
1856278;11
1856279;3
1856282;1
1856284;2
1856287;4
1856293;7
1856297;3
1856298;1
1856322;9
1856638;16
1856684;1
1856685;3
1856846;2
1856865;5
1857024;1
1857215;1
1857217;7
1857568;2674
1857572;2
1857645;5
1857647;7
1857844;32
1857845;26
1857889;7
1857891;26
1858656;2
1859096;1
1859128;2
1859130;4
1859131;11
1859133;3
1859289;17
1859473;9
1859475;2
1859492;7
1860084;1
1860085;6
1860086;13
1860094;8
1860095;2
1860101;205
1860102;2
1860122;2
1860123;2
1861639;12
1862133;2
1862319;4
1862321;1
1862323;1
1862325;1
1862326;4
1862385;2
1862386;54
1862387;7
1862567;34
1862668;1
1862962;1
1863010;1
1864509;1
1864608;3
1864622;5
1864623;2
1864822;4
1864824;2
1864825;1
1864939;7
1864947;5
1866325;3
1866884;1
1866885;7
1866922;1
1866923;1
1866924;87
1866925;11
1866927;22
1866928;4
1866929;3
1866930;10
1866932;4
1866933;77
1866934;12
1866935;116
1866936;8
1866937;37
1867090;1
1867101;1
1867256;1
1867719;2
1867749;3
1867774;1
1867800;114
1867952;1
1867956;1
1868214;2
1868281;78
1868282;1
1868284;2
1868324;2
1868325;1
1868597;4
1868610;1
1868611;1
1868660;80
1868661;1
1868663;1
1868664;3
1868666;75
1868668;1
1868670;2
1868673;2
1868676;1
1868680;10
1868686;6
1868687;1
1868734;3
1868793;85
1868829;2
1868846;5
1868849;5
1868852;1
1868858;3
1868861;6
1869167;1
1869212;383
1869214;5
1869227;469
1869229;13
1869230;5
1869241;14
1869297;22
1869299;2
1869300;2
1869302;1
1869304;7
1869305;3
1869306;1
1869308;64
1869311;6
1869312;8
1869339;4
1870819;1
1870884;70
1870904;30
1870984;3
1870985;2
1870988;47
1870990;7
1870991;11
1870997;1
1871002;11
1871005;16
1871006;13
1871008;2
1871011;7
1871013;4
1871014;2
1871018;10
1871020;6
1871021;3
1871023;28
1871024;2
1871025;1
1871029;8
1871030;2
1871031;1
1871033;5
1871037;49
1871043;7
1871047;1374
1871049;42
1871053;9
1871063;1
1871066;336
1871070;19
1871071;66
1871072;3
1871076;3
1871086;13
1871110;2
1871111;112
1871176;2
1871313;1
1871314;13
1871324;2
1871330;16
1871336;68
1871692;3
1871716;3
1872076;4
1872118;3
1872122;4
1872390;1
1872427;4
1872444;1
1872455;21
1872471;17
1872493;5
1872531;2
1872578;16
1872626;7
1872629;86
1872664;1
1872711;2
1872723;2
1873176;10
1873425;1
1873462;1
1873463;1
1873484;2
1873778;1
1873884;3
1873889;1
1873897;3
1873905;13
1873958;10
1873959;3
1873990;1
1874112;2
1874115;13
1874317;1
1874539;8
1874540;28
1874571;5
1874583;1
1874584;1
1874629;3
1874630;1
1874688;2
1874697;5
1874706;5
1876757;1
1878942;15
1879010;285
1879049;48
1879050;157
1880590;3
1880851;1
1880855;1
1880899;18
1881015;4
1881017;1
1881030;3
1881031;1
1881038;2
1881040;10
1881045;2
1881046;8
1881049;1
1881053;8
1881054;2
1881055;9
1881060;2
1881062;1
1881063;1
1881103;3
1881104;6
1881201;9
1881202;10
1881207;1
1881212;21
1881216;1
1881223;9
1881227;11
1881228;1
1881233;1
1881234;4
1881236;111
1881238;1
1881241;9
1881263;2
1881264;1
1881265;7
1881267;2
1881274;2
1881277;5
1881278;3
1881283;1
1881284;4
1881285;68
1881289;2
1881292;2
1881294;2
1881301;18
1881308;12
1881310;5
1881313;2
1881317;2
1881320;3
1881324;1
1881340;32
1881342;2
1881343;1
1881344;1
1881350;1
1881355;5
1881375;2
1881383;15
1881384;3
1881387;3
1881390;28
1881392;6
1881402;2
1881406;4
1881410;4
1881411;24
1881414;4
1881418;3
1881419;1
1881421;10
1881424;10
1881428;1
1881430;2
1881433;3
1881434;20
1881435;1
1881436;12
1881447;2
1881449;50
1881450;1
1881451;3
1881858;2
1882221;7
1882437;2
1882682;1
1882735;25
1882742;1
1882748;24
1882750;4
1882751;3
1882752;2
1882753;41
1882757;1
1882761;1
1882764;1
1882773;2
1882777;6
1882791;4
1882821;1
1882825;8
1882831;4
1882832;1
1882833;1
1882918;1
1883366;3
1883368;14
1883370;3
1883371;23
1883374;1
1883377;8
1883378;1
1883379;132
1883405;2
1883416;1
1883426;9
1883445;1
1883446;7
1884249;4
1884310;1
1884351;1
1884352;1
1884358;7
1884359;2
1884364;1
1884365;1
1884375;4
1884383;1
1884385;7
1884432;8
1884449;1
1884634;23
1884636;5
1884656;5
1884657;1
1884793;1
1884904;5
1884907;1
1884913;4
1884914;2
1884915;10
1884916;38
1885315;1
1885327;1
1885916;10
1885917;17
1886027;5
1886600;2
1886636;8
1886787;21
1887641;7
1887646;1
1887647;1
1887650;7
1887657;6
1888168;4
1888195;5
1888891;21
1888892;2
1888893;1
1888913;1
1888914;2
1888997;3
1888998;1
1889240;2
1889241;2
1889772;1
1889774;2
1889775;145
1889779;3
1889780;1
1889784;1
1889813;2
1889883;13
1890302;91
1890424;3
1890438;2
1890450;1
1890464;1
1890500;1
1891097;2
1891184;3
1891186;1
1891207;3
1891224;95
1891238;49
1891241;78
1891289;1
1891675;2
1891703;2
1891762;6
1891926;5
1892252;10
1892259;2
1892263;8
1892558;1
1892568;33
1892843;5
1892845;8
1892846;1
1892854;4
1894969;1
1895002;1
1895007;1
1895608;1
1895616;1
1895618;5
1895623;1
1895625;1
1895627;1
1895640;4
1895664;4
1895689;5
1895690;1
1895692;24
1895694;26
1895695;2
1895701;2
1895703;27
1895704;2
1895706;3
1895707;1
1895709;1
1895711;2
1895717;1
1895718;348
1895719;9
1895720;6
1895721;231
1895723;3
1895725;4
1895726;3
1895728;8
1895730;5
1895732;1
1895733;7
1895735;1
1895737;1
1895742;5
1895743;7
1895745;35
1895746;8
1895747;1
1895749;1
1895753;16
1895763;7
1895771;4
1895778;1
1895782;1
1895783;8
1895784;2
1895791;1
1895792;6
1895798;1
1895807;10
1895809;1
1895810;11
1895811;1
1895812;2
1895813;6
1895814;3
1895815;6
1895817;2
1895819;2
1895820;4
1895824;1
1895826;1
1895827;211
1895828;50
1895829;106
1895832;1
1895834;5
1895835;1
1895837;1
1895838;2
1895839;4
1895841;5
1895845;3
1895846;1
1895848;2
1895854;12
1895856;1
1895861;11
1895866;1
1895867;1
1895899;97
1895901;22
1895903;2
1895905;1
1895907;164
1895921;20
1895922;849
1895923;13
1895924;1
1895925;1
1895926;3
1895927;15
1896164;1
1896168;31
1896203;3
1896204;4
1896206;2
1896208;5
1896209;4
1896210;2
1896211;1
1896213;8
1896215;10
1896216;22
1896222;5
1896224;4
1896225;3
1896314;2
1896965;3
1896967;4
1896970;2
1896971;3
1896972;20
1896974;1
1896975;2
1896977;2
1896978;3
1896979;2
1896982;2
1896985;4
1896986;1
1896989;3
1896990;1
1896994;1
1896996;1
1896998;3
1897000;1
1897004;5
1897005;13
1897007;6
1897008;23
1897009;1
1897011;3
1897014;10
1897019;11
1897025;3
1897026;11
1897027;6
1897034;2
1897035;2
1897036;7
1897038;2
1897039;12
1897040;12
1897041;3
1897042;11
1897043;5
1897044;4
1897045;6
1897046;5
1897047;5
1897048;6
1897049;3
1897050;1
1897052;2
1897437;114
1897443;3
1897495;4
1897537;1
1897539;4
1897630;5
1897646;1
1897742;1
1897743;1
1898103;236
1898104;1056
1898111;20
1898112;62
1898176;14
1898203;241
1898204;71
1898206;15
1898207;211
1898209;6
1898548;4
1898651;3
1898733;4
1898956;1
1898978;221
1899015;12
1899016;7
1899017;1
1899321;1
1899430;1
1899563;29
1902136;1
1902503;1
1902580;1
1903056;1
1903071;3
1903179;2
1903258;1
1903259;7
1903261;15
1903262;3
1903263;1
1903409;10
1903410;4
1903411;21
1903412;7
1903414;34
1903416;5
1903686;3
1903694;1
1903720;6
1904441;23
1904463;73
1904640;2
1904827;9
1904862;1
1904863;8
1904925;2
1904961;1
1904967;1
1905276;11
1905359;7
1905697;4
1905730;8
1905758;10
1905759;4
1906119;14
1906332;9
1906334;3
1906605;5
1906665;35
1906666;202
1906667;10
1906740;2
1906744;1
1906745;4
1906945;1
1907311;6
1907398;1
1907403;2
1907412;1
1907415;2
1907416;30
1907578;1
1907654;2
1907658;2
1907725;3
1907777;3
1907783;1
1907784;4
1907939;1
1907940;51
1907941;8
1908198;177
1908224;11
1908237;2
1908240;1
1908257;2
1908258;1
1908260;2
1908264;3
1908266;3
1908341;2
1908389;1
1908524;2
1908525;1
1908540;6
1908690;52
1909267;2
1909293;4
1909294;97
1909295;1
1909303;5
1909389;1
1909403;1
1909422;8
1909699;39
1910928;27
1910929;3
1910937;1
1910951;18
1910952;7
1910976;3
1910991;4
1910992;9
1911520;6
1911536;4
1911548;2
1911570;60
1911586;7
1911587;5
1911680;3
1911683;3
1911687;2
1911928;19
1911929;18
1912097;1
1912143;20
1912213;1
1912215;1
1912216;1
1912246;7
1912318;1
1912319;2
1912320;1
1912597;93
1912760;3
1912771;1
1912855;6
1912856;2
1912871;4
1912876;93
1912877;54
1912879;44
1912891;5
1912897;8
1912923;1
1912989;1
1913040;14
1913046;33
1913083;10
1913109;28
1913111;7
1913112;6
1913113;17
1913119;7
1913460;6
1913571;7
1913574;1
1913576;3
1913578;1
1913591;4
1913650;6
1913651;200
1913652;1
1913653;2
1913654;105
1913667;3
1913961;5
1913988;236
1913989;3237
1914165;7
1914233;2
1914243;1
1914248;5
1914450;2
1914471;34
1914525;3
1914536;1
1914850;28
1914851;32
1914852;92
1914866;7
1914931;1
1914933;3
1914963;2
1915004;3
1915057;1
1915063;1
1915205;38
1915206;6
1915313;18
1915314;4
1915382;2
1915388;1
1916082;8
1916156;1
1916214;5
1916216;20
1916221;2
1916223;2
1916224;5
1916229;4
1916231;129
1916293;6
1916319;5
1916320;3
1916414;5
1916917;1
1916980;14
1917158;1
1917163;2
1917180;16
1917182;12
1917218;27
1917219;16
1917441;87
1917473;2
1917474;3
1917477;3
1917481;2
1917524;71
1917697;197
1917811;1
1917830;3
1917863;8
1917864;2
1917865;38
1917867;12
1917868;15
1917870;2
1917873;102
1917878;4
1917880;1
1917883;7
1917887;31
1917889;3
1917990;4
1918005;3
1918017;11
1918331;2
1918522;18
1918524;2
1918525;14
1918536;8
1918721;30
1918725;9
1918949;6
1919113;2
1919134;1
1919195;1
1919227;1
1920034;2
1920113;16
1920124;2
1920169;1
1920170;1
1920191;2
1920245;2
1920419;4
1920420;10
1920421;1
1920422;8
1920427;2
1920750;1
1920753;135
1920757;8
1920762;5
1920774;36
1920860;60
1920864;1
1920865;1
1920866;1
1921010;2
1921016;6
1921086;2
1921087;1
1921117;5
1921122;28
1921125;4
1921138;8
1921144;1
1921184;2
1921407;39
1921510;68
1921525;1
1921544;150
1921546;1
1921553;8
1921564;1
1921704;3
1921709;37
1921764;1
1922217;5
1923877;2
1923889;34
1923890;19
1923970;1
1924093;3
1924110;12
1924549;20
1924550;11
1924934;3
1924944;16
1925021;5
1925548;1
1925591;2
1925666;1
1925762;4
1925779;59
1926276;1
1926277;2
1926278;1
1926279;4
1926286;2
1926307;24
1926477;22
1926479;1
1926491;3
1926494;4
1926495;3
1926504;3
1926588;2
1926594;4
1926599;6
1926600;1
1926605;1
1926612;10
1926625;1
1926868;1
1926872;22
1926873;11
1926881;1
1926943;1
1927013;2
1927127;24
1927128;1
1927129;4
1928330;2
1928617;12
1928661;2
1928762;4
1929267;4
1929290;1
1929291;102
1929416;2
1929488;1
1930071;25
1930273;1
1930532;1
1930536;1
1930557;3
1930593;4
1930667;1
1930849;5
1931232;2
1931241;4
1931275;9
1931407;11
1932005;2
1932006;1
1932111;7
1932113;1
1932362;1
1932666;1
1932669;14
1932692;22
1932695;1
1932697;1
1932698;1
1932699;2
1932700;2
1932704;152
1932779;6
1932881;1
1932883;3
1932892;5
1932896;8
1932903;2
1933044;1
1933110;2
1933113;1
1933219;11
1933278;538
1933279;126
1933280;3
1933281;24
1933412;1
1933771;1
1933773;4
1933774;7
1933777;1
1933779;2
1933868;7
1933880;8
1933903;2
1933904;2
1933926;14
1933927;6
1934247;40
1934248;15
1934250;2
1934255;5
1934341;1
1935204;4
1935379;2
1935424;50
1935446;2
1935927;4
1935934;1
1936003;2
1936081;1
1936234;2
1936242;1
1936988;5
1936991;18
1936993;1
1936995;1
1937190;2
1937191;1
1937461;1
1937790;1
1938339;1
1938367;1
1938374;20
1938558;1
1938604;10
1938606;1
1938609;1
1938610;10
1938617;4
1938618;2
1938619;9
1938688;1
1938747;1
1938755;1
1938756;11
1938796;16
1938799;4
1938801;3
1938802;4
1938806;3
1938808;6
1938809;1
1938819;4
1938851;1
1938860;1
1938870;1
1940240;9
1940285;2
1940319;1
1940408;17
1940525;25
1940526;1
1940570;85
1940612;8
1940615;7
1940621;1
1940636;3
1940762;4
1940789;11
1940821;2
1941235;21
1941346;1
1941349;1
1942464;2
1943571;24
1943579;2
1943580;23
1943632;1
1944635;1
1944636;59
1944642;6
1944646;12
1945511;1
1945512;1
1945520;5
1945521;2
1945581;7
1945631;14
1945634;30
1945657;3
1945662;1
1945860;1
1945861;1
1945864;1
1945871;5
1945880;81
1945887;1
1945890;4
1945891;4
1945892;3
1948890;11
1949082;1
1949087;1
1949218;1
1951140;1
1953771;3
1954172;2
1954248;17
1954253;5
1955013;1
1955060;191
1955235;21
1955249;3
1955272;1
1955560;21
1955701;2
1955787;5
1955812;9
1956165;54
1956169;1
1958780;8
1958892;14
1958893;3
1958914;3
1958916;25
1958917;6
1958918;2
1958919;1
1958921;32
1958944;1
1958956;3
1958965;2
1959740;1
1960083;14
1960084;3
1960125;7
1960155;1
1960156;3
1960247;24
1960589;2
1960825;46
1960826;15
1960940;3
1961103;22
1961105;99
1961109;3
1961110;2
1961111;1
1961112;1
1961362;79
1961642;1
1961794;1
1961848;2
1961914;1
1962118;1
1962179;8
1962181;1
1962232;2
1962263;2
1962290;1
1962447;1
1962671;1
1962672;4
1962700;10
1962856;10
1962976;1
1963024;1
1963025;1
1963268;2
1963360;3
1963835;3
1963862;17
1964208;5
1964352;4
1964355;4
1964356;2
1964358;7
1964365;1
1964382;4
1964449;1
1964565;3
1965019;33
1965230;3
1965231;26
1965277;4
1965318;3
1965321;5
1965332;10
1965356;1
1965358;2
1965361;3
1965368;4
1965372;18
1965380;3
1965384;6
1965454;4
1965465;1
1965474;3
1965482;15
1965485;545
1965493;13
1965537;3
1965538;31
1965542;10
1965545;10
1965549;3
1965550;7
1965555;1
1965557;53
1965558;1
1965560;5
1965562;19
1965564;6
1965566;6
1965570;3
1965575;4
1965576;3
1965578;1
1965579;1
1965580;108
1965582;2
1965583;74
1965585;3
1965587;54
1965588;16
1965589;15
1965591;55
1965592;5
1965603;47
1965604;11
1965613;6
1965616;1
1965617;3
1965618;60
1965619;8
1965624;1
1965628;14
1965629;2
1965632;14
1965634;4
1965639;10
1965642;1
1965645;1
1965646;15
1965647;16
1965648;3
1965650;2
1965654;1
1965655;3
1965659;1
1965660;27
1965661;2
1965662;6
1965664;1
1965665;4
1965666;4
1967501;12
1967781;1
1967782;1
1968276;37
1968433;7
1968522;1
1968525;6
1968527;5
1968529;3
1968531;3
1968546;2
1968598;15
1968823;3
1968839;3
1969380;12
1969726;479
1969733;13
1969805;1
1969806;3
1969813;7
1969821;1
1969834;9
1970083;1
1970093;1
1970189;5
1970195;2
1970199;1
1970247;4
1970248;1
1970305;1
1970308;14
1970315;1
1970316;429
1970319;4
1970323;15
1970326;5
1970330;1
1970374;17
1970378;1
1970389;2
1970399;1
1970403;1
1970406;1
1970410;2
1970412;3
1970416;7
1970423;16
1970424;10
1970425;4
1970427;101
1970429;9
1970430;1
1970433;1
1970437;2
1970440;6
1970442;1
1970449;2
1970452;1
1970453;1
1970454;1
1970465;1
1970471;9
1970477;16
1970478;67
1970479;62
1970480;145
1970481;83
1970485;5
1970486;1
1970494;19
1970495;11
1970497;1
1970502;12
1970504;1
1970506;1
1970507;8
1970508;36
1970509;1
1970512;18
1970513;1
1970514;1
1970524;7
1970525;1
1970526;6
1970530;2
1970533;2
1970534;1
1970535;9
1970538;1
1970541;2
1970542;1
1970543;431
1970544;20
1970545;1
1970547;1
1970550;1
1970555;10
1970556;1
1970559;6
1970566;41
1970572;1
1970573;71
1970574;5
1970576;1
1970577;2
1970580;3
1970590;3
1970594;6
1970605;1
1970608;7
1970609;12
1970738;2
1970744;3
1970769;4
1970772;1
1970775;4
1970778;4
1970779;2
1970780;1
1970781;1
1970784;1
1970790;1
1970795;10
1970797;3
1970799;2
1970800;56
1971233;6
1971364;1
1971411;2
1971430;3
1971594;1
1971595;2
1971611;4
1971620;3
1971625;1
1971626;7
1971627;8
1971631;3
1971632;2
1971633;2
1971638;7
1971639;8
1971640;13
1971725;1
1971726;31
1971727;1
1972068;2
1972444;3
1972455;1
1972456;9
1972457;2
1972459;124
1972460;10
1972642;9
1972867;2
1973005;2
1973007;1
1973009;1
1973213;1
1973482;1
1973486;5
1973493;12
1973747;7
1973888;1
1973895;9
1973896;2
1973898;8
1973899;6
1973900;2
1973901;4
1973905;1
1973910;3
1973911;88
1973916;1
1973919;4
1973922;7
1973924;2
1973926;15
1973927;1
1973935;4
1973936;3
1973938;1
1973940;13
1973941;2
1973947;1
1973949;6
1973950;3
1973952;19
1973953;15
1973967;1
1973971;4
1973972;1
1973974;2
1973975;3
1973976;2
1973979;1
1973983;1
1973989;14
1973992;1
1973993;3
1973999;4
1974000;3
1974004;1
1974015;1
1974022;5
1974025;2
1974027;3
1974031;1
1974034;1
1974036;2
1974042;1
1974043;3
1974044;1
1974047;3
1974048;1
1974050;1
1974083;1
1974092;1
1974096;2
1974101;2
1974129;1
1974209;1
1974385;1
1974403;1
1974404;1
1974407;1
1974414;1
1974417;1
1974435;2
1974442;2
1974444;1
1974449;31
1974461;1
1974462;3
1974463;4
1974464;1
1974475;1
1974477;49
1974486;3
1974490;3
1974497;1
1974513;1
1974514;1
1974516;1
1974517;1
1974525;2
1974528;2
1974529;1
1974539;1
1974540;1
1974549;1
1974551;2
1974552;1
1974561;2
1974562;2
1974568;3
1974578;9
1974580;7
1974582;1
1974584;1
1974585;1
1974586;1
1974599;3
1974600;1
1974601;1
1974605;1
1974606;8
1974607;2
1974608;5
1974609;3
1974610;2
1974611;3
1974612;1
1974613;24
1974630;3
1974632;3
1974634;4
1974635;1
1974636;2
1974637;2
1974638;1
1974641;1
1974642;2
1974644;3
1974646;1
1974647;6
1974650;1
1974652;6
1974653;8
1974654;1
1974658;1
1974659;3
1974670;3
1974673;1
1974675;2
1974677;183
1974683;3
1974685;1
1974694;1
1974699;1
1974710;1
1974725;1
1974731;5
1974737;2
1974745;3
1974746;2
1974747;1
1974750;2
1974751;5
1974754;9
1974755;1
1974757;1
1974759;26
1974764;93
1974768;1
1974770;2
1974771;1
1974772;6
1974776;2
1974780;1
1974783;1
1974785;2
1974787;2
1974791;2
1974793;1
1974799;1
1974809;1
1974812;3
1974823;1
1974824;2
1974825;2
1974826;3
1974829;3
1974835;5
1974840;1
1974841;1
1974860;1
1974864;1
1974866;21
1974868;1
1974869;4
1974871;1
1974872;4
1974874;1
1974879;2
1974882;1
1974885;2
1974886;1
1974887;3
1974890;1
1975022;3
1975024;14
1975025;3
1975028;3
1975035;1
1975039;1
1975042;3
1975044;4
1975045;1
1975061;1
1975062;1
1975083;32
1975084;2
1975086;1
1975087;1
1975090;16
1975098;2
1975099;6
1975115;5
1975520;4
1975525;3
1975530;6
1975534;82
1975538;76
1975568;1
1975614;1
1975705;8
1975722;1
1977054;2
1977087;302
1977277;13
1977292;1
1977631;14
1977633;4
1977638;4
1977640;35
1977852;3
1977864;2
1977865;1
1977869;9
1977871;36
1977872;28
1977873;35
1977874;12
1977875;37
1977876;28
1977877;6
1977880;60
1977881;7
1977882;17
1977883;10
1977884;74
1977909;1
1977910;2
1977911;1
1978007;8078
1978123;1
1978158;1
1978229;1
1978231;199
1978237;18
1978337;49
1978412;4
1978525;5
1978761;3
1978764;1
1978922;60
1979185;5
1979269;9
1979270;1
1979344;1
1979369;4
1979370;1
1979387;2
1979545;4
1979950;4
1980117;1
1980118;1
1980139;9
1980674;5
1980922;20
1980924;7
1980928;17
1980929;38
1980936;4
1980937;70
1980938;6
1980948;1
1981098;9
1981174;2
1981499;4
1981510;5
1981732;1
1981745;5
1981880;1
1981982;4
1981983;1
1982044;3
1982088;43
1982095;177
1982100;3
1982103;5
1982107;1
1982108;2
1982113;6
1982152;44
1982219;34
1982223;1
1982239;198
1982240;7
1982244;17
1982318;3
1982319;1
1982323;1
1982324;1
1982325;1
1982328;3
1982333;2
1982355;11
1982359;16
1982367;49
1982554;1
1982557;21
1982569;3
1982571;6
1982573;26
1982574;1
1982576;176
1982578;26
1982587;1
1982588;29
1982590;19
1982594;272
1982595;9
1982626;49
1982628;1
1982756;2
1982879;34
1982880;4
1982900;1
1982969;2
1983105;3
1983111;2
1983459;4
1983525;14
1983541;1
1983553;3
1983556;2
1983557;1
1983582;2
1983719;9
1983721;4
1983734;1
1983744;13
1983750;1
1983783;322
1983784;4
1983789;1
1983803;1
1983805;3
1984776;11
1984796;2
1984798;3
1984871;2
1985173;3
1985174;3
1985181;14
1985182;2
1985285;75
1985292;15
1985293;46
1985299;1
1985301;1
1985303;74
1985304;9
1985306;16
1985307;7
1985310;1
1985325;27
1985326;1
1985328;902
1985329;3
1985340;11
1985354;4
1985408;2
1985415;3
1985711;329
1985713;6
1985720;10
1985725;1
1985733;3
1985873;2
1985879;2
1985880;3
1986030;1
1986031;20
1986032;5
1986034;1
1986146;41
1986204;1
1986205;4
1986206;2
1986221;2
1986223;16
1986237;1
1986240;4
1986241;7
1986267;5
1986595;15
1986603;1
1986604;2
1986605;1
1986606;11
1986607;4
1986608;93
1986609;1
1986610;4
1986613;15
1986620;10
1986622;1
1986623;1
1986630;50
1986633;2
1986634;1
1986636;1
1986638;191
1986639;13
1986641;1
1986642;3
1986644;12
1986645;14
1986646;1
1986647;2
1986648;7
1986650;15
1986651;4
1986652;3
1986653;4
1986654;13
1986658;21
1986659;34
1986661;9
1986662;4
1986665;12
1986666;8
1986667;25
1986668;6
1986669;2
1986670;17
1986671;1
1986681;2
1986684;2
1986687;5
1986696;10
1986697;38
1986699;1
1986700;23
1986706;8
1986709;1
1986711;1
1986715;1
1986716;6
1986721;70
1986722;6
1986723;11
1986724;23
1986725;59
1986728;26
1986729;12
1986730;2
1986732;3
1986734;1
1986741;1
1986749;2
1986757;11
1986758;1
1986762;43
1986766;16
1986767;1
1986768;11
1986771;71
1986774;1
1986776;2
1986779;25
1986780;1
1986782;9
1986788;31
1986789;16
1986791;3
1986792;1
1986797;10
1986800;3
1986801;2
1986803;1
1986804;3
1986805;19
1986808;16
1986810;3
1986811;28
1986813;2
1986815;23
1986816;7
1986818;8
1986822;1
1986825;1
1986826;63
1986827;3
1986829;35
1986830;65
1986833;3
1986834;1
1986835;4
1986838;15
1986842;144
1986844;1
1986845;1
1986846;11
1986849;28
1986851;2
1986852;45
1986859;36
1986860;1
1986861;1
1986863;1
1986864;2
1986865;1
1986866;5
1986867;41
1986868;1
1986869;7
1986871;10
1986874;1
1986877;13
1986881;1
1986952;2
1986994;1
1987376;1
1987381;1
1987386;13
1987501;21
1987502;3
1987503;3
1987584;4
1987723;3
1987921;6
1987942;5
1987993;1
1988039;1
1993870;1
1993889;1
2002838;2
2002841;84
2003188;1
2003327;1
2003582;1
2003589;4
2003592;32
2004408;1
2004457;1
2004467;1
2004468;2
2004485;67
2004487;6
2004595;5
2004644;8
2004646;492
2004647;5
2004648;105
2004649;2
2004650;4
2004706;2
2004710;112
2004994;1
2004995;13
2004996;10
2004998;9
2005001;1
2005002;12
2005047;2
2005060;1
2005073;3
2005262;1
2005359;3
2005457;2
2005459;1
2005460;1
2005461;2
2005462;3
2005464;1
2005473;109
2005519;14
2005520;6
2005703;10
2005711;2
2005712;2
2005714;3
2005715;2
2005718;1
2005719;1
2005722;1
2005732;1
2005733;2
2005736;1
2005737;3
2005741;4
2005884;9
2006115;70
2006130;15
2006183;1
2006564;16
2006668;40
2006671;16
2006684;1849
2006847;54
2006849;16
2006925;1
2006928;3
2006942;1
2007196;1
2007294;1
2007307;1
2008320;3
2008380;1
2008672;11
2008675;3
2008793;1
2008794;8
2008795;3
2008905;2
2008983;1
2009000;1
2009073;1
2009137;1
2010329;146
2010828;19
2010949;1
2010998;2
2011011;3
2011013;3
2011014;2
2011017;3
2011094;8
2011099;20
2012484;2
2012487;2
2012488;2
2012490;2
2012491;2
2012493;2
2012495;2
2012516;4
2012519;180
2012522;1
2012527;1
2012532;8
2012533;1
2012632;6
2012679;33
2013066;1
2013087;1
2013093;1
2013094;1
2013095;1
2013097;1
2013098;2
2013099;1
2013104;1
2013645;1
2013646;1
2013647;2
2013649;2
2013650;6
2013655;1
2013659;2
2013667;3
2013673;1
2013676;5
2013677;345
2013678;1
