TaxID;output/DNA_220707_22-24hmix_cer_BIOMminiprep_S28_kaiju.out
830;111
831;84
832;50
833;13
836;39
837;326
838;2968
839;291
840;7
841;98
844;33
847;35
848;231
849;37
850;175
851;46
852;142
853;350
856;37
858;10
859;268
860;1
861;202
863;23
864;72
865;1802
866;5
867;1
868;2
870;130
872;265
873;21
876;955
878;5
879;5
881;19
882;1
885;1
890;6
891;20
892;7
893;12
894;224
895;20
897;4
898;27
899;5
901;61
904;31
905;3
906;171
907;393
912;7
913;4
914;29
915;4
916;4
917;61
919;1
920;7
921;4
923;2
924;25
927;1
929;2
930;38
931;1
935;4
942;1
948;7
955;2
958;12
959;153
960;21
963;25
964;3
965;61
966;703
970;60
971;332
972;16
976;1541
979;1
982;18
983;43
985;9
986;9
988;1
989;83
990;179
991;2
995;4
996;365
997;2
998;21
999;6
1002;3
1003;4
1004;24
1006;1
1008;4
1010;18
1013;1
1014;42
1015;312
1016;105
1018;21
1019;4
1021;11
1022;9
1026;2
1027;13
1028;2
1030;89
1031;36
1032;4
1034;6
1035;8
1041;14
1042;8
1044;1
1046;12
1047;1
1048;2
1049;7
1050;3
1051;1
1052;8
1054;8
1057;8
1061;15
1063;103
1064;3
1066;3
1067;5
1068;1
1069;1
1073;16
1074;18
1076;14
1079;6
1082;4
1083;10
1084;1
1085;2
1086;2
1087;1
1088;3
1091;3
1092;2
1094;9
1095;9
1100;1
1101;1
1117;85
1118;4
1124;1
1125;21
1126;33
1150;88
1151;21
1152;1
1158;1
1160;16
1161;64
1162;13
1163;3
1164;1
1176;2
1177;11
1178;3
1179;2
1186;5
1198;1
1203;2
1218;24
1219;24
1223;2
1224;7141
1227;8
1229;10
1231;16
1233;5
1234;35
1236;4114
1238;1
1239;3484
1243;394
1244;64
1245;268
1246;127
1247;24
1249;45
1251;11
1252;28
1253;10
1254;8
1255;22
1257;10
1258;9
1260;88
1261;20
1263;567
1264;376
1265;231
1266;1
1267;11
1268;16
1269;4
1270;18
1273;7
1274;2
1275;1
1279;583
1280;6479
1281;2
1282;49
1283;120
1284;9
1285;4
1286;16
1288;19
1290;105
1292;17
1293;11
1294;3
1296;170
1298;15
1300;163
1301;12362
1302;32
1303;61
1304;34
1305;61
1306;28
1307;32841
1308;346
1309;58
1310;3
1311;3390
1313;946
1314;874
1317;5
1318;17
1322;41
1323;44
1326;393
1328;300
1329;70
1334;4937
1335;167
1336;278
1337;475
1338;59
1340;137
1343;1
1345;4
1346;2226
1348;904
1349;5979
1350;993
1351;894
1352;396
1353;237
1354;32
1355;8
1356;8
1357;1153
1358;1263
1359;149
1360;28
1363;90
1364;133
1365;2
1366;584
1370;1
1371;1
1372;8
1373;11
1375;42
1376;42
1377;119
1378;25
1379;1
1380;8
1381;9
1382;3
1383;3
1385;512
1386;1028
1390;19
1391;37
1392;9
1393;61
1396;519
1397;144
1398;35
1399;38
1401;11
1402;91
1404;156
1405;668
1406;79
1408;157
1411;1
1418;2
1421;146
1422;22
1423;178
1426;13
1428;248
1449;9
1450;31
1451;32
1452;111
1454;25
1455;63
1456;3
1458;2
1459;3
1461;2
1462;4
1464;60
1465;143
1467;46
1471;71
1472;26
1473;17
1474;4
1476;10
1478;43
1479;2
1482;36
1484;4
1485;2039
1488;25
1490;247
1491;1708
1492;230
1493;43
1494;139
1495;9
1496;284
1497;71
1498;24
1499;36
1501;85
1502;790
1503;42
1504;9
1505;135
1506;108
1509;221
1510;11
1511;1615
1512;209
1513;65
1515;16
1516;9
1517;5
1519;190
1520;758
1521;49
1522;267
1525;12
1526;5
1527;437
1528;331
1529;144
1530;31
1531;234
1532;21
1533;6
1534;189
1535;23
1537;10
1538;11
1540;49
1541;88
1542;16
1544;8
1547;143
1548;7
1551;12
1553;2
1556;61
1557;62
1559;70
1561;22
1562;2
1563;5
1564;59
1565;6
1569;22
1570;1
1575;110
1578;70
1579;7
1580;27
1581;12
1582;9
1583;84
1584;556
1585;4
1587;27
1588;2
1589;28
1590;172
1591;14
1596;7
1597;163
1598;287
1599;68
1600;2
1601;32
1602;1
1604;8
1605;5
1606;2
1607;2
1610;260
1613;315
1616;2
1618;34
1620;3
1622;19
1623;17
1624;162
1625;5
1626;2
1629;448
1630;33
1631;3
1632;12
1633;3
1637;256
1639;607
1640;24
1641;8
1642;25
1643;8
1646;2
1647;32
1648;1
1649;10
1652;21
1654;13
1657;14
1661;4
1663;16
1664;5
1670;6
1678;42
1680;33
1681;13
1684;5
1685;4
1686;1
1688;1
1689;4
1690;1
1694;21
1696;20
1703;1
1707;9
1710;18
1716;85
1717;42
1718;2
1721;1
1724;3
1725;5
1727;1
1730;196
1731;76
1732;28
1735;47
1736;585
1737;5
1744;18
1747;3
1748;2
1749;2
1754;2
1760;221
1762;24
1763;12
1764;14
1766;7
1767;8
1768;1
1771;3
1772;2
1773;36
1774;20
1776;1
1778;21
1780;1
1781;1
1785;2
1786;1
1793;1
1813;9
1817;15
1823;5
1827;56
1828;220
1829;23
1830;11
1833;14
1835;5
1836;2
1839;8
1843;4
1844;1
1847;12
1849;1
1854;4
1863;2
1865;8
1867;2
1869;5
1873;3
1883;81
1886;7
1890;1
1896;1
1898;5
1903;4
1905;1
1907;3
1912;3
1914;10
1915;1
1919;2
1926;1
1927;3
1930;7
1946;2
1951;1
1963;1
1988;5
1990;1
1991;1
1992;5
2001;1
2002;6
2004;3
2005;2
2013;1
2017;1
2021;2
2023;13
2024;4
2030;4
2033;13
2034;8
2035;1
2045;10
2047;2
2049;26
2051;16
2052;10
2053;3
2054;6
2055;4
2057;1
2062;5
2070;7
2071;1
2077;8
2078;1
2088;2
2092;3
2093;6
2095;24
2098;4
2099;1
2102;5
2107;1
2109;1
2110;1
2112;4
2113;3
2120;2
2132;5
2145;1
2146;20
2147;1
2148;2
2149;1
2150;6
2151;2
2157;80
2159;1
2160;15
2162;13
2172;80
2173;40
2175;5
2177;22
2182;1
2183;1
2184;1
2188;2
2189;1
2191;30
2192;5
2194;3
2197;3
2202;2
2205;11
2206;17
2207;88
2208;26
2209;88
2210;9
2213;2
2214;12
2220;45
2222;124
2223;137
2225;2
2226;1
2236;1
2251;3
2289;36
2290;10
2291;15
2292;14
2293;114
2296;9
2298;15
2322;17
2330;8
2331;4
2335;2
2340;2
2350;6
2355;1
2358;5
2360;2
2371;13
2374;41
2375;48
2377;16
2378;96
2382;3
2421;7
2422;3
2426;24
2698;31
2699;1
2701;3
2702;2
2717;55
2718;2
2723;1
2724;1
2736;2
2737;59
2738;985
2739;53
2741;22
2742;62
2743;23
2745;109
2746;3
2747;55
2748;120
2749;2
2750;36
2751;975
2754;90
2756;64
2757;18
2759;5
2769;1
2786;1
2879;2
2880;2
2949;3
2951;19
2952;1
3039;13
3042;3
3046;1
3055;1
3066;1
3068;2
3071;1
3075;1
4751;3
4762;5
4779;1
4792;1
4797;3
4821;1
4842;4
4874;1
4892;2
4924;1
4951;1
4953;1
5025;1
5052;6
5125;1
5234;1
5339;1
5341;1
5401;1
5506;1
5529;1
5539;2
5658;1
5741;1
5758;18
5759;6
5761;1
5762;1
5806;5
5809;1
5820;3
5871;1
5884;2
5911;1
5963;1
5974;1
10239;273808
10288;10
10487;2
10491;1
10494;2
10508;2
10509;10
10524;8
10535;1
10566;1
10632;6
10663;19
10683;2
10699;10
10704;68
10744;1
10752;3
10760;4
10780;13
10799;1
10803;251
10804;7
10841;3180
10845;2
10847;3
10848;2
10849;10
10850;2
10860;54
10863;5
10872;3
12333;3938
12348;16
12387;1
12429;28
12916;399
12917;115
12967;2
12968;9
13075;6
13076;64
13134;4
13160;4
13243;11
13264;1
13276;9
13335;1
13502;1
13656;2
13687;33
13688;2
13689;1
13690;30
13725;6
28000;1
28005;1
28025;45
28026;5
28028;1
28031;25
28033;2
28034;8
28037;124
28038;65
28049;1
28050;3
28051;220
28052;5
28056;13
28064;9
28065;1
28066;75
28067;4
28068;38
28072;2
28077;2
28080;11
28081;11
28087;5
28090;1472
28091;16
28092;14
28094;3
28095;83
28099;9
28101;12
28104;7
28105;13
28108;2
28109;29
28110;5
28111;96
28112;417
28113;278
28114;43
28115;2
28116;621
28117;125
28118;237
28119;35
28124;3
28125;764
28126;6
28127;171
28128;36
28129;78
28130;76
28131;127
28132;63
28133;1
28134;12
28135;11
28136;10
28137;11
28139;2
28141;64
28151;13
28152;38
28156;4
28159;9
28161;3
28171;2
28172;1
28173;3
28181;2
28182;1
28183;6
28184;4
28187;3
28188;27
28189;44
28194;1
28195;1
28196;236
28197;9252
28198;22454
28199;1
28200;167
28201;2
28209;1
28210;10
28211;214
28213;1
28214;14
28216;514
28220;3
28221;283
28222;4
28223;33
28227;8
28228;58
28229;2
28230;7
28231;9
28234;1
28236;95
28250;1
28251;94
28253;38
28254;1
28256;6
28258;2
28261;9
28443;2
28444;2
28445;1
28446;75
28447;5
28449;2
28450;130
28452;1
28453;280
28454;21
28885;1
28890;20
28895;9
28898;4
28901;723
28903;6
28907;4
28983;1
29290;50
29291;1
29313;1
29316;1
29317;1
29320;1
29321;2
29322;4
29324;1
29330;15
29331;2
29332;33
29341;41
29344;3
29345;46
29347;140
29348;1
29349;1
29354;146
29355;32
29357;9
29358;6
29359;5
29360;64
29361;2
29362;183
29363;184
29364;29
29365;28
29367;74
29369;25
29370;272
29372;11
29373;8
29378;56
29379;1
29382;3
29385;179
29388;7
29389;757
29391;1
29394;48
29396;8
29397;5
29404;1
29405;1
29408;14
29409;8
29419;8
29427;22
29429;1
29430;2474
29432;13
29433;261
29435;4
29438;5
29442;11
29443;11
29446;1
29447;7
29448;15
29450;25
29465;116
29466;21
29471;1
29483;8
29484;23
29485;10
29486;14
29487;21
29488;9
29489;29
29491;59
29494;3
29495;2
29497;12
29498;8
29503;26
29507;1
29508;2
29510;2
29511;7
29521;30
29522;7
29523;1
29524;1
29528;5
29529;3
29530;7
29533;15
29536;103
29541;1
29542;6
29543;29
29544;2
29545;61
29546;4
29547;147
29549;1
29552;7
29553;23
29555;1
29556;1
29559;13
29561;17
29562;16
29563;1
29570;15
29574;2
29580;17
29581;28
29856;1
29920;2
31271;1
31532;1
31537;4
31754;1
31872;1
31899;2
31909;4
31953;32
31957;2
31958;1
31969;1
31971;20
31973;17
31977;19
31979;400
31983;2
31984;6
31988;2
31989;58
31993;2
31998;8
32002;5
32003;11
32008;283
32011;12
32012;9
32013;3
32014;1
32016;1
32021;1
32022;1
32033;40
32036;1
32040;8
32046;6
32056;3
32066;62
32067;90
32068;125
32069;1
32207;10
32257;13
32597;1
33001;5
33008;1
33010;6
33012;1
33015;7
33018;8
33024;4
33025;150
33029;37
33030;11
33031;2
33032;1
33033;2
33034;6
33035;281
33036;6
33037;2
33038;382
33039;111
33042;40
33043;40
33047;9
33050;9
33051;4
33052;2
33053;67
33057;22
33059;12
33060;7
33069;31
33070;1
33074;4
33075;4
33769;3
33807;32
33809;7
33811;79
33865;3
33877;1
33882;68
33883;4
33885;2
33886;1
33889;5
33895;3
33905;3
33906;1
33918;1
33922;10
33923;2
33924;3
33926;10
33932;4
33934;28
33935;1
33936;85
33941;5
33942;1
33945;79
33946;27
33951;169
33952;21
33953;13
33954;149
33958;302
33959;9
33962;3
33964;165
33968;163
33970;9
33977;1
33986;25
33990;1
33993;1
33994;8
33995;4
33996;2
33998;6
34002;3
34003;2
34004;9
34007;7
34008;2
34010;1
34011;2
34012;3
34015;1
34021;1
34022;3
34027;3
34029;3
34031;58
34032;76
34034;35
34037;11
34058;7
34059;127
34060;116
34061;103
34062;1693
34064;16
34067;3
34072;32
34073;155
34084;36
34085;521
34086;8
34087;2
34090;1
34097;10
34098;8
34099;1
34101;6
34102;2
34103;5
34104;30
34105;147
34353;4
35241;2
35519;1
35554;2
35619;8
35621;2
35623;1
35677;1
35688;3
35700;23
35701;13
35703;13
35751;1
35753;2
35754;1
35756;1
35760;8
35762;4
35764;3
35786;2
35787;2
35797;2
35798;4
35799;2
35800;2
35805;1
35806;13
35812;1
35817;1
35818;38
35823;20
35825;43
35830;15
35832;8
35833;70
35837;1
35839;4
35841;15
36022;1
36330;2
36739;1
36740;2
36742;2
36745;21
36746;10
36750;2
36751;1
36753;2
36805;2
36808;2
36809;92
36811;2
36813;3
36814;2
36822;2
36832;5
36834;36
36835;45
36839;34
36841;60
36842;16
36844;4
36845;58
36847;132
36849;51
36853;29
36854;29
36861;25
36863;4
36866;7
36873;4
36874;16
36922;1
37105;1
37326;5
37327;1
37329;14
37330;6
37332;2
37360;1
37372;3
37448;27
37452;755
37482;6
37625;1
37636;1
37637;3
37658;38
37659;178
37734;395
37752;3
37915;9
37919;45
37921;14
37926;1
37930;5
38018;96535
38023;5
38026;5
38027;12
38269;1
38289;1
38290;6
38293;85
38305;1
38307;129
38312;2
38313;38
38323;2
38815;4
38875;106
38986;4
39029;188
39060;6
39122;2
39152;6
39441;18
39480;109
39481;9
39482;361
39483;15
39484;16
39485;100
39486;84
39487;3
39488;106
39489;18
39490;169
39491;146
39492;17
39493;35
39495;3
39496;41
39497;3
39498;6
39645;1
39650;20
39664;1
39669;3
39687;3
39691;13
39693;1
39724;1
39766;22
39769;4
39773;3
39774;48
39775;3
39777;34
39778;3
39779;7
39791;1
39838;2
39841;2
39948;51
39950;2
39955;2
39960;1
39962;2
40091;19
40117;3
40119;3
40120;4
40137;1
40214;8171
40215;20221
40216;926
40222;1
40223;1
40274;86
40323;76
40324;150
40373;79
40414;29
40477;1
40518;287
40519;128
40520;376
40542;6
40543;4
40544;99
40545;53
40566;2
40575;43
40576;12
40577;2
40578;6
40681;3
40754;7
40841;19
40989;3
41170;1
41202;7
41273;67
41275;11
41276;9
41292;5
41294;5
41295;3
41297;69
41674;1
41880;2
41899;8
41955;1
41976;5
41977;78
41978;7
41980;2
41997;59
42054;2
42094;8
42190;7
42252;1
42260;1
42322;112
42353;34
42354;37
42422;3
42471;1
42837;2
42858;1
42879;2
42906;26
43057;4
43064;201
43131;82
43143;18
43263;124
43265;1
43305;85
43306;10
43595;6
43617;4
43654;4
43656;3
43657;27
43658;4
43661;2
43662;4
43667;1
43668;6
43669;19
43670;2
43671;1
43673;20
43674;10
43675;2
43676;14
43678;3
43765;11
43767;28
43768;5
43769;4
43770;20
43771;2
43772;1
43773;4
43775;9
43947;94
43948;182
43992;10
43995;25
43997;7
44000;5
44008;1302
44009;168
44011;4
44012;1
44013;25
44056;4
44249;866
44250;28
44252;45
44256;25
44258;10
44260;9
44442;2
44471;1
44574;7
44575;24
44576;4
44577;70
44671;9
44674;503
44688;1
44737;8
44742;12
44749;18
44753;1
44822;1
44823;1
44933;3
44935;422
45056;3
45064;1
45065;1
45067;1
45243;11
45254;312
45362;25
45363;2
45462;18
45465;7
45496;1
45497;10
45610;8
45611;2
45634;100
45655;8
45656;13
45657;14
45663;12
45667;15
45668;23
45669;5
45670;31
45677;9
45764;5
45851;3
45972;6
45989;2
46123;1
46124;11
46126;7
46127;24
46177;2
46188;6
46205;10
46206;14
46223;8
46224;124
46228;74
46239;9
46254;3
46255;41
46256;4
46351;9
46355;3
46356;6
46433;4
46468;1
46469;18
46503;264
46506;933
46507;1
46541;1
46609;20
46610;36
46631;1
46634;1
46654;1
46677;6
46679;1
46680;143
46867;4
46913;4
46914;1
47049;4
47055;5
47157;44
47158;1
47229;5
47251;3
47253;8
47254;1
47281;2
47298;2
47312;2
47420;5
47479;1
47492;1
47493;2
47500;115
47670;8
47678;242
47679;80
47714;1
47715;28
47716;1
47735;4
47760;2
47763;2
47770;41
47790;1
47845;5
47858;4
47866;2
47872;1
47874;2
47877;4
47879;6
47880;18
47883;2
47885;7
47886;5
47917;175
47920;178
47928;1
47951;19
47989;3
48001;24
48003;5
48073;10
48075;5
48076;45
48256;11
48292;2
48296;923
48464;2
48465;3
48466;3
48467;3
48729;9
48736;127
48935;9
49181;36
49186;7
49278;3
49279;5
49283;9
49338;133
49447;4
49546;682
49547;2
49893;2
49894;8
49928;211
49964;2
50052;1
50259;24
50338;1
50340;19
50421;14
50712;3
50719;5
50728;1
50743;1
50960;71
51048;3
51049;1
51101;25
51160;1
51161;1
51173;7
51195;8
51197;28
51201;1
51288;3
51316;1
51366;13
51367;1
51515;45
51589;1
51616;29
51642;1
51663;2
51664;2
51665;126
51668;27
51669;35
51671;3
52004;12
52018;5
52021;4
52022;7
52023;2
52133;1279
52225;37
52226;145
52227;23
52229;7
52441;8
52442;2
52560;1
52561;5
52584;11
52604;1
52689;52
52691;59
52692;159
52693;36
52694;1143
52704;9
52768;5
52771;6
52773;1
52959;14
52972;1
53245;1
53246;203
53249;1
53329;15
53332;55
53335;96
53341;2
53342;3
53343;14
53344;19
53345;61
53346;109
53359;2
53365;1
53366;1
53368;1
53372;1
53374;3
53399;4
53406;38
53408;43
53412;10
53417;6
53419;22
53422;11
53428;1
53431;1
53433;2
53434;4
53441;3
53442;49
53443;10
53444;24
53457;1
53462;2
53463;2
53483;10
53633;4
53707;1
53945;1
53985;2
54005;21
54006;22
54010;1
54061;4
54066;9
54067;12
54120;4
54121;2
54259;1
54261;7
54291;51
54294;2
54298;1
54304;8
54306;1
54311;16
54313;2
54393;15
54398;1
54409;2
54526;10
54571;2
54767;1
54910;7
54911;3
54913;16
54914;17
54915;11
55079;13
55080;139
55085;39
55169;3
55197;174
55205;2
55206;8
55207;3
55209;1
55211;3
55212;3
55213;5
55218;4
55504;93
55507;12
55510;4
55518;3
55565;2
55583;19
55601;1
55604;1
55758;18
55779;8
55968;3
56112;16
56192;15
56193;7
56425;1
56426;1
56438;1
56448;27
56454;2
56456;1
56457;1
56459;1
56637;1
56698;19
56730;1
56774;1
56804;63
56807;2
56811;82
56812;1
56813;1
57028;4
57029;17
57040;8
57043;2
57171;3
57320;23
57477;1
57479;8
57480;6
57489;1
57493;22
57494;2
57498;1
57609;7
57664;30
57665;111
57666;9
57676;14
57704;2
57706;34
57723;4
57732;38
57739;25
57911;6
57975;10
58050;3
58109;3
58110;2
58113;1
58117;1
58119;4
58123;1
58137;5
58138;22
58169;5
58180;8
58290;1
58291;4
58621;39
58712;5
58840;2
59195;1
59196;1
59201;4
59203;1
59241;45
59277;3
59288;53
59310;867
59374;2
59405;223
59406;7
59511;1
59602;3
59610;37
59617;1
59619;13
59620;436
59732;988
59733;93
59734;7
59738;4
59739;16
59753;7
59779;10
59799;1
59814;4
59823;2
59840;3
59841;1
59843;5
59845;18
59846;1
59893;7
60035;1
60036;3
60133;33
60136;2
60137;4
60442;12
60450;3
60454;3
60519;4
60520;1
60547;11
60548;12
60549;8
60550;11
60552;81
60890;7
60922;1
61013;1
61015;8
61016;38
61150;1
61170;25
61171;19
61397;1
61414;17
61421;1
61424;1
61432;40
61434;1
61435;150
61592;1
61595;11
61598;25
61624;4
61635;4
61644;17
61645;65
61646;6
61647;11
61648;12
61651;8
61652;23
62101;1
62140;2
62322;38
62680;5
62763;1
63560;143
63561;1
63612;4
63745;10
64104;60
64160;10
64178;8
64323;2
64495;1
64508;4
64509;1
64522;3
64642;10
64648;1
64702;1
64895;1
64969;410
64970;5
64972;4
64973;7
64974;1
64976;5
64977;2
65047;2
65058;14
65123;1
65356;1
65403;6
65505;2
65515;1
65551;5
65553;35
65656;13
65700;25
65735;4
65741;13
65786;5
65842;4
65958;4
66219;68
66228;2
66229;1
66269;14
66271;3
66347;4
66370;1
66377;2
66423;2
66821;108
66831;6
66851;1
66863;36
66874;4
66898;1
66900;1
66969;1
67267;1
67275;1
67280;2
67297;3
67344;1
67348;4
67380;1
67384;9
67572;12
67575;7
67576;5
67757;72
67780;7
67810;1
67812;2
67819;3
67824;3
67827;5
67854;4
67855;8
68193;2
68219;6
68239;1
68259;2
68270;1
68285;2
68287;32
68295;8
68335;2
68336;122
68525;196
68777;2
68887;2
68892;11
68895;74
69208;18
69218;11
69220;2
69222;2
69223;1
69224;4
69277;12
69279;6
69280;1
69322;9
69328;24
69362;3
69366;1
69368;1
69373;1
69473;47
69499;3
69539;1
69541;12
69578;2
69664;4
69670;3
69710;11
69823;2
69824;27
69825;20
69894;2
69895;6
69960;5
69962;4
69964;6
69965;52
69966;126
69974;1
70125;17
70255;2
70346;227
70347;11
70348;80
70448;1
70584;5
70774;2
70775;4
70799;2
70803;1
70856;21
70863;12
70993;20
70994;5
70995;3
70996;4
70997;16
70998;3
71188;1
71191;2
71433;6
71451;14
71452;12
71518;3
71655;1
71656;1
71657;1
72000;31
72026;16
72173;1
72226;1
72273;5
72274;33
72275;4
72276;1
72293;7
72304;33
72360;4
72361;12
72556;12
72557;13
72763;12
72764;5
73010;27
73029;5
73030;3
73044;1
73098;2
73141;15
73778;1
73780;7
73868;75
73913;1
73919;1
74033;26
74109;2
74201;30
74243;33
74316;2
74317;4
74386;4
74426;10
74557;4
74581;1
74700;1
74701;43
74706;22
74829;12
74968;3
75105;14
75309;19
75385;1
75612;4
75654;9
75658;4
75682;45
75684;2
75687;4
75697;3
75787;5
75796;1
75906;1
75984;14
75985;38
76008;18
76009;45
76022;1
76112;5
76113;6
76114;1
76115;1
76122;2
76123;1
76258;1
76259;42
76489;2
76517;24
76594;1
76595;2
76630;1
76635;1
76636;3
76731;15
76758;2
76759;25
76760;1
76761;17
76831;17
76832;26
76857;3
76859;1
76860;22
76890;1
76891;4
76892;13
76935;7
76978;5
77007;1
77020;1
77022;4
77095;85
77098;19
77133;4209
77298;2
77519;1
77635;1
77675;1
77768;3
77775;52
77777;20
77917;14
78057;2
78120;117
78229;142
78245;5
78258;2
78327;6
78342;1
78343;4
78345;4
78346;1
78350;7
78398;13
78410;1
78448;32
78527;2
78543;1
78544;8
78587;3
78898;7
78899;1
79206;58
79209;5
79263;33
79264;3
79328;32
79329;15
79548;7
79604;11
79681;159
79879;7
79880;174
79881;6
79882;2
79883;36
79884;19
79885;5
79912;4
79967;1
80811;2
80816;1
80840;621
80841;79
80842;6
80854;14
80864;300
80865;148
80866;144
80867;33
80868;24
80869;25
80870;3
80876;4
80878;240
80879;2
80880;1
80881;46
80882;11
81028;14
81406;13
81408;10
81409;156
81412;1
81416;2
81417;2
81424;559
81425;26
81447;1
81464;146
81467;2
81468;76
81475;5
81479;1
81569;2
81682;1
81684;1
81852;114
81857;3
81942;1
81947;51
81950;9
82115;47
82116;60
82135;2
82203;5
82268;2
82346;1
82367;9
82373;39
82374;151
82376;102
82380;3
82541;39
82633;18
82688;75
82800;19
82802;296
82803;1611
82805;1
82806;15
82976;3
82977;5
82978;2
82979;62
82980;1
82981;8
82983;6
82985;26
82986;2
82988;1
82995;2
82996;34
83191;2
83231;4
83262;3
83263;2
83264;37
83265;4
83373;2
83382;1
83401;3
83406;3
83427;4
83428;2
83451;4
83461;13
83462;1
83494;5
83541;2
83551;4
83552;13
83555;2
83561;2
83564;8
83612;8
83614;1
83617;4
83618;5
83637;4
83654;13
83655;90
83661;6
83681;4
83763;9
83765;15
83766;4
83767;29
83769;14
83770;2
83771;36
83784;2
83816;1
83889;66
83984;1
83986;34
84022;28
84023;8
84024;76
84025;70
84029;6
84030;79
84031;10
84032;20
84034;35
84035;70
84086;62
84107;5
84108;1
84110;1
84111;9
84112;52
84135;2
84136;25
84139;2
84158;2
84159;13
84205;1
84372;6
84378;9
84404;3
84406;32
84407;32
84521;4
84531;6
84565;1
84566;36
84567;84
84590;7
84642;77
84647;1
84698;24
84725;1
84757;3
84980;13
84997;1
84998;11
84999;10
85006;107
85007;26
85009;1
85012;2
85015;5
85017;2
85020;2
85023;14
85025;1
85043;9
85072;2
85075;1
85076;2
85085;1
85108;1
85325;5
85336;51
85402;68
85404;15
85643;1
85682;3
85683;16
85688;1
85698;84
85701;3
85831;137
85874;3
86004;1
86102;2
86104;2
86166;11
86170;1
86173;1
86174;29
86175;15
86177;1
86180;6
86182;34
86184;4
86185;19
86265;1
86331;16
86332;13
86473;15
86660;2
86661;624
86663;9
86664;45
86665;10
86666;5
86668;18
86840;1
86956;14
86959;24
87458;1
87541;9
87650;7
87882;117
87883;147
88058;10
88132;199
88233;26
88274;11
88382;2
88431;63
88688;2
88723;1
89014;31
89059;29
89061;1
89065;5
89093;21
89152;20
89153;17
89154;1
89373;2
89374;1
89586;1
89954;1
89957;1
89966;24
89968;3
90060;163
90239;80
90240;23
90241;15
90242;3
90243;61
90244;10
90245;473
90262;1
90323;1
90370;4
90371;31
90426;152
90627;1
90728;1
90730;3
90731;29
90732;21
90814;2
90964;114
90970;14
90975;1
91061;874
91347;678
91359;5
91360;29
91464;4
91560;2
91604;25
91623;12
91624;26
91626;2
91750;11
91844;4
91914;1
