TaxID;output/DNA_220629_20-22hmix_cer_BIOMminiprep_S23_kaiju.out
12429;12
12916;210
12917;101
12960;2
13075;2
13076;30
13134;1
13160;5
13243;6
13276;6
13290;1
13370;1
13373;1
13656;1
13687;21
13689;4
13690;13
13725;4
28005;1
28025;11
28026;12
28028;1
28031;12
28033;2
28034;2
28037;47
28038;27
28050;2
28051;50
28056;5
28064;7
28065;2
28066;56
28067;1
28068;19
28073;1
28080;3
28087;2
28090;497
28091;6
28092;6
28095;88
28099;3
28100;2
28101;5
28104;5
28105;15
28109;10
28110;6
28111;30
28112;182
28113;208
28114;33
28115;3
28116;203
28117;68
28118;67
28119;13
28122;1
28123;1
28125;325
28126;2
28127;75
28128;18
28129;44
28130;33
28131;50
28132;36
28134;4
28135;4
28136;2
28137;4
28139;3
28141;38
28151;7
28152;27
28156;4
28159;2
28161;2
28169;1
28173;5
28182;1
28183;2
28184;11
28188;18
28189;13
28194;5
28195;1
28196;77
28197;3217
28198;8907
28199;2
28200;53
28201;2
28209;6
28210;2
28211;138
28214;12
28216;217
28221;255
28222;13
28223;29
28227;3
28228;16
28229;1
28230;2
28231;5
28232;1
28236;25
28251;46
28253;13
28256;9
28261;2
28263;1
28444;4
28446;37
28447;7
28449;3
28450;81
28453;131
28454;8
28890;12
28895;1
28898;1
28901;292
28903;1
28907;5
29290;4
29291;1
29299;1
29313;1
29316;2
29322;2
29330;4
29331;1
29332;8
29341;14
29343;1
29344;1
29345;31
29347;59
29348;2
29349;1
29354;40
29355;13
29357;1
29358;1
29359;4
29360;33
29362;85
29363;76
29364;8
29365;9
29367;38
29369;10
29370;95
29372;5
29373;2
29376;1
29378;33
29382;3
29384;1
29385;84
29388;9
29389;329
29391;1
29394;18
29397;4
29408;6
29409;5
29419;1
29427;9
29429;3
29430;444
29432;7
29433;102
29435;4
29442;2
29443;7
29448;8
29449;1
29450;18
29465;20
29466;4
29483;6
29484;11
29485;5
29486;11
29487;15
29488;6
29489;19
29491;7
29494;1
29495;1
29497;5
29498;7
29503;37
29507;1
29508;1
29510;1
29511;4
29521;16
29529;4
29530;1
29533;5
29536;25
29539;1
29541;2
29542;16
29543;42
29545;61
29546;1
29547;30
29548;2
29552;3
29553;16
29559;5
29560;1
29561;4
29562;3
29563;7
29570;17
29571;1
29574;1
29580;18
29581;41
29920;2
31899;1
31909;3
31953;8
31957;1
31971;4
31973;11
31977;3
31979;150
31988;5
31989;36
31993;4
31998;2
32002;7
32003;9
32008;154
32011;5
32012;2
32013;4
32019;1
32033;24
32036;1
32040;3
32046;6
32056;1
32066;37
32067;26
32068;54
32207;2
32257;9
32597;1
33001;1
33008;2
33010;1
33011;4
33015;1
33018;3
33024;1
33025;69
33029;8
33030;5
33031;3
33032;1
33033;1
33034;3
33035;186
33037;4
33038;112
33039;35
33042;13
33043;11
33044;1
33046;1
33047;1
33049;1
33050;6
33051;1
33052;4
33053;10
33057;16
33059;17
33060;7
33069;23
33075;3
33653;1
33807;13
33809;12
33811;12
33865;1
33881;1
33882;36
33883;3
33884;2
33885;1
33889;8
33895;1
33900;1
33922;5
33923;1
33926;1
33932;4
33934;16
33935;4
33936;27
33940;2
33941;3
33942;2
33945;29
33946;4
33951;108
33952;16
33953;10
33954;64
33958;84
33959;2
33962;1
33964;37
33968;6
33970;4
33977;1
33978;2
33981;1
33986;17
33994;2
33998;1
34002;8
34003;1
34004;10
34006;1
34007;7
34008;2
34010;2
34015;1
34018;3
34021;1
34027;4
34029;5
34031;55
34032;66
34034;44
34037;14
34038;2
34058;10
34059;57
34060;36
34061;39
34062;1020
34064;7
34067;2
34068;1
34072;12
34073;108
34078;2
34084;9
34085;141
34086;1
34087;3
34097;5
34098;2
34099;1
34101;3
34102;1
34103;1
34104;3
34105;57
35342;1
35519;1
35554;9
35621;1
35677;1
35688;1
35700;8
35701;12
35703;6
35722;1
35753;3
35754;1
35755;1
35757;1
35760;5
35764;1
35786;1
35787;2
35797;1
35798;5
35800;1
35801;3
35806;5
35818;12
35823;7
35825;13
35830;9
35832;6
35833;53
35839;2
35841;8
36630;1
36739;3
36745;9
36746;13
36809;65
36832;4
36834;10
36835;12
36839;22
36841;22
36842;16
36844;5
36845;23
36847;54
36849;24
36853;21
36854;9
36861;20
36866;4
36873;5
36874;14
37105;1
37329;9
37330;1
37332;2
37333;1
37372;1
37448;11
37452;430
37487;1
37658;14
37659;55
37734;120
37752;4
37915;2
37919;14
37921;17
37930;1
37931;2
38018;22181
38023;3
38027;5
38289;2
38290;4
38293;47
38307;77
38308;1
38311;2
38312;3
38313;15
38402;1
38501;1
38875;30
39029;115
39060;4
39122;1
39152;6
39441;3
39480;40
39482;149
39483;4
39484;6
39485;15
39486;31
39488;30
39489;5
39490;52
39491;29
39492;9
39493;10
39495;2
39496;7
39497;3
39498;1
39645;8
39650;28
39691;4
39724;2
39766;3
39769;4
39773;4
39774;37
39775;3
39777;8
39778;2
39779;1
39791;3
39841;3
39948;28
39950;1
39962;1
40091;9
40117;2
40119;1
40120;1
40137;2
40214;5017
40215;1665
40216;345
40274;16
40323;56
40324;114
40373;20
40414;12
40419;1
40477;1
40518;119
40519;29
40520;143
40542;2
40543;2
40544;26
40545;20
40575;13
40576;13
40577;3
40578;2
40681;2
40754;5
40841;6
41202;5
41273;36
41275;2
41276;4
41294;3
41295;1
41297;41
41899;4
41976;4
41977;38
41978;2
41997;16
42054;1
42094;2
42197;2
42234;2
42238;1
42322;33
42353;26
42354;19
42422;1
42565;1
42879;3
42906;12
43057;2
43064;129
43131;29
43143;7
43263;126
43304;1
43305;43
43306;7
43595;6
43617;3
43654;1
43656;26
43657;17
43658;1
43668;6
43669;7
43671;5
43673;4
43674;14
43676;4
43678;3
43765;8
43767;20
43768;2
43769;2
43770;16
43771;1
43772;1
43773;1
43775;13
43947;28
43948;110
43992;5
43995;7
43997;10
44000;1
44008;444
44009;72
44012;2
44013;10
44093;1
44249;341
44250;8
44252;23
44253;2
44256;19
44258;6
44260;3
44442;3
44574;2
44575;20
44576;2
44577;53
44671;3
44674;48
44675;1
44737;10
44742;26
44749;22
44823;3
44935;162
45056;1
45068;1
45131;1
45151;1
45243;6
45254;118
45286;1
45362;8
45363;1
45462;11
45465;12
45497;3
45610;7
45634;31
45655;9
45656;10
45657;7
45663;12
45667;7
45668;7
45670;14
45677;4
45764;1
45972;1
45979;2
45989;3
46124;7
46126;6
46127;12
46164;1
46171;2
46180;1
46188;3
46205;1
46206;5
46223;3
46224;41
46228;24
46239;3
46254;2
46255;15
46256;2
46257;1
46351;1
46352;1
46354;1
46355;1
46356;5
46433;3
46469;5
46503;49
46506;316
46507;1
46609;7
46610;29
46631;1
46634;1
46654;1
46677;2
46680;46
46867;3
46914;1
47049;4
47054;4
47055;2
47157;32
47158;1
47229;1
47251;2
47253;2
47254;3
47281;2
47311;2
47420;7
47479;1
47492;1
47493;1
47500;38
47670;1
47678;120
47679;52
47715;11
47716;2
47735;1
47763;4
47770;12
47790;4
47845;3
47850;1
47858;4
47874;1
47877;3
47879;6
47880;8
47883;2
47885;5
47886;1
47917;120
47920;86
47951;3
47989;7
47994;1
48001;22
48003;1
48073;6
48075;1
48076;10
48256;7
48292;2
48296;127
48463;1
48464;1
48466;2
48467;2
48729;2
48736;73
48935;7
49181;6
49186;4
49278;5
49279;9
49283;5
49338;75
49546;224
49547;3
49893;3
49894;3
49928;124
49964;1
50259;36
50338;2
50340;22
50421;13
50717;1
50719;1
50728;4
50741;1
50960;41
51048;1
51049;2
51101;14
51160;3
51161;1
51173;4
51195;5
51197;17
51229;1
51288;6
51316;1
51366;2
51367;1
51515;19
51616;14
51637;1
51664;6
51665;43
51668;15
51669;14
51671;4
52004;6
52018;2
52021;6
52022;3
52023;3
52133;315
52225;20
52226;55
52227;9
52229;4
52441;4
52442;2
52560;8
52561;2
52584;6
52689;27
52691;28
52692;97
52693;23
52694;860
52696;1
52704;1
52959;3
52972;1
53245;1
53246;72
53249;1
53254;3
53329;17
53332;56
53335;66
53341;2
53342;5
53343;7
53344;7
53345;24
53346;29
53372;3
53374;2
53399;2
53406;23
53408;37
53412;5
53417;4
53419;17
53422;1
53423;1
53429;1
53432;1
53433;1
53434;3
53437;1
53442;57
53443;3
53444;8
53483;3
53633;2
53707;1
53985;1
54005;7
54010;1
54061;3
54066;6
54067;4
54121;2
54265;1
54291;27
54294;1
54304;4
54311;7
54393;7
54398;4
54571;2
54736;1
54910;9
54911;3
54913;1
54914;1
54915;9
55079;7
55080;57
55085;12
55197;46
55206;11
55209;1
55212;3
55404;1
55504;67
55507;10
55583;8
55601;5
55758;4
55779;5
55968;3
56112;19
56192;5
56193;1
56361;1
56438;1
56448;11
56454;4
56455;1
56457;1
56464;1
56698;2
56774;2
56804;14
56811;13
56877;1
56878;1
57001;1
57028;1
57029;4
57037;2
57040;4
57043;4
57171;1
57320;5
57479;5
57480;1
57493;1
57494;2
57497;1
57499;1
57579;1
57609;4
57664;22
57665;22
57666;3
57676;7
57704;1
57706;30
57723;2
57732;18
57739;10
57911;6
57975;11
58110;1
58113;2
58119;1
58133;4
58137;6
58138;24
58169;2
58180;8
58621;23
58712;19
58840;3
59201;7
59202;1
59241;5
59282;1
59288;33
59310;269
59405;118
59602;3
59610;15
59617;1
59619;4
59620;149
59732;434
59733;49
59738;1
59739;3
59750;3
59753;9
59779;3
59799;1
59814;3
59840;2
59843;2
59845;11
59893;1
60035;1
60036;8
60133;24
60136;1
60137;9
60442;7
60450;1
60454;2
60520;1
60547;5
60548;2
60549;17
60550;5
60552;38
60890;2
60893;1
60919;1
61013;1
61015;1
61016;24
61150;1
61170;8
61171;6
61414;3
61424;2
61432;22
61435;56
61595;1
61598;3
61624;2
61635;1
61644;7
61645;46
61646;10
61647;6
61648;7
61651;4
61652;3
62101;2
62322;27
62609;1
62680;1
62763;1
63560;75
63561;2
63612;5
63745;15
64104;22
64160;1
64178;3
64495;2
64508;1
64522;6
64571;1
64642;3
64648;1
64898;2
64969;197
64970;5
64971;1
64972;2
64973;1
64974;5
64976;1
64977;1
65047;2
65048;2
65058;5
65403;4
65551;2
65553;13
65555;3
65655;1
65656;4
65700;6
65735;3
65741;13
65786;1
65842;2
65959;1
66219;24
66228;3
66229;1
66269;1
66271;1
66376;1
66377;1
66423;2
66428;1
66821;32
66831;1
66848;1
66863;10
66873;2
66874;1
66898;2
66900;1
67301;2
67348;4
67381;1
67384;2
67386;1
67572;1
67573;1
67575;6
67576;4
67593;1
67757;25
67760;1
67780;8
67812;1
67814;2
67817;1
67819;4
67824;2
67826;1
67827;2
67829;1
67854;3
67855;8
68043;1
68170;3
68193;1
68204;1
68219;2
68259;1
68287;30
68288;1
68295;4
68336;33
68525;57
68892;14
68895;84
69208;7
69218;2
69223;1
69224;2
69277;6
69279;6
69322;1
69362;1
69370;1
69373;1
69392;1
69473;3
69541;10
69578;3
69657;1
69664;3
69710;6
69823;2
69824;3
69825;11
69894;1
69895;3
69960;3
69962;3
69964;5
69965;14
69966;56
69967;1
69974;3
70125;14
70346;116
70347;2
70348;28
70448;1
70586;2
70775;6
70803;1
70856;15
70863;9
70993;6
70995;1
70996;3
70997;4
71151;2
71191;1
71433;2
71451;14
71452;3
71518;1
71655;2
71656;2
71667;1
72000;20
72026;4
72173;2
72201;1
72226;1
72274;40
72275;4
72293;2
72304;20
72361;6
72407;2
72556;6
72557;13
72764;3
73010;10
73029;5
73044;2
73098;3
73141;12
73778;1
73868;23
74033;12
74109;1
74201;6
74243;11
74316;1
74317;3
74318;1
74385;2
74426;5
74557;2
74700;1
74701;14
74706;2
74829;13
75105;8
75309;8
75310;6
75385;1
75560;1
75612;1
75654;4
75658;5
75682;20
75687;2
75697;1
75787;5
75984;7
75985;10
76008;5
76009;22
76112;5
76113;9
76114;5
76115;1
76122;1
76259;22
76489;2
76517;7
76594;1
76595;2
76636;5
76731;2
76758;2
76759;8
76761;20
76775;1
76831;7
76832;8
76857;1
76860;14
76891;1
76892;2
76935;4
76978;2
77007;1
77022;2
77095;36
77097;1
77098;4
77133;1383
77768;2
77775;11
77777;7
77917;7
78057;5
78120;50
78229;35
78245;1
78258;1
78327;6
78342;2
78345;1
78350;4
78398;9
78448;29
78527;1
78544;6
78898;4
79206;22
79209;1
79263;16
79264;5
79328;17
79329;7
79548;2
79604;4
79681;78
79879;7
79880;60
79881;2
79882;1
79883;23
79884;12
79885;1
79967;2
80811;1
80840;373
80841;31
80842;1
80854;2
80864;210
80865;112
80866;141
80867;14
80868;14
80869;26
80876;2
80878;149
80881;23
80882;8
81028;13
81037;1
81406;16
81408;2
81409;81
81412;3
81424;185
81425;14
81461;1
81462;2
81464;60
81466;2
81467;3
81468;29
81569;2
81852;31
81858;2
81947;29
81950;3
82115;42
82116;34
82171;2
82203;7
82268;3
82348;3
82367;14
82373;9
82374;63
82376;68
82380;1
82541;36
82633;21
82688;20
82800;1
82801;4
82802;114
82803;923
82806;5
82977;3
82979;10
82980;1
82981;1
82983;2
82985;16
82987;2
82995;1
82996;6
83231;2
83262;1
83263;6
83264;15
83373;1
83382;1
83401;1
83406;2
83449;1
83451;1
83453;1
83455;1
83461;10
83462;4
83494;1
83551;1
83552;3
83555;1
83558;1
83564;6
83612;2
83614;5
83617;2
83618;8
83637;6
83654;4
83655;40
83661;5
83681;4
83763;4
83765;10
83766;4
83767;27
83769;4
83771;8
83784;3
83889;24
83986;12
84022;11
84023;2
84024;21
84025;22
84029;1
84030;49
84031;4
84032;9
84034;20
84035;33
84086;22
84107;5
84112;14
84135;2
84136;5
84139;3
84159;11
84163;1
84372;4
84374;1
84378;4
84379;1
84404;1
84406;13
84407;9
84521;1
84531;3
84565;2
84566;13
84567;24
84590;1
84642;5
84698;10
84980;21
84997;1
84998;5
84999;3
85004;1
85006;46
85007;7
85015;2
85016;1
85020;2
85023;12
85025;2
85043;4
85072;1
85075;3
85076;6
85085;1
85154;1
85325;3
85336;35
85402;14
85404;4
85643;3
85683;3
85688;4
85698;75
85831;61
85968;1
85991;1
86102;4
86174;3
86175;15
86180;9
86182;23
86184;6
86185;12
86187;1
86331;6
86332;1
86473;10
86660;1
86661;288
86663;2
86664;21
86665;13
86666;3
86668;11
86796;1
86956;8
86959;5
87458;1
87541;5
87650;6
87882;53
87883;94
88058;2
88132;88
88233;10
88274;17
88431;18
88688;2
89014;7
89059;18
89065;8
89093;8
89152;12
89153;4
89404;1
89524;1
89583;1
89784;1
89966;16
90060;261
90153;1
90239;35
90240;9
90241;10
90243;12
90244;2
90245;221
90371;11
90426;92
90627;1
90730;2
90731;35
90732;31
90736;1
90814;2
90964;58
90970;9
91061;303
91347;336
91359;1
91360;13
91459;1
91464;3
91465;1
91560;1
91604;28
91623;5
91624;9
91626;4
91750;4
91914;1
91994;16
92003;12
92172;1
92181;1
92400;1
92403;1
92487;5
92488;2
92645;14
92647;22
92860;1
92933;4
92938;3
92942;3
92945;1
92947;1
93064;37
93171;1
93217;24
93218;18
93219;4
93220;5
93222;6
93369;5
93378;4
93944;1
94009;8
94130;1
94140;6
94254;12
94255;7
94624;3
94625;21
94626;8
94695;5
94868;2
94869;38
95149;3
95162;2
95300;3
95301;3
95485;2
95486;32
95605;6
95607;3
95618;2
95818;50
96229;1
96344;13
96345;321
96472;27
96773;10
96941;4
96942;31
97050;7
97138;12
97253;58
97478;16
97481;4
98228;4
98513;1
98668;2
98672;14
99179;4
99286;1
99598;1
99656;8
99675;1
99906;5
99907;1
100134;6
100174;7
100176;18
100468;3
100469;1
100637;1
100716;3
100883;1
100884;18
100886;3
101070;1
101191;3
101192;330
101564;8
101571;168
101689;1
102106;2
102109;7
102119;3
102125;2
102134;2
102148;12
102234;1
102294;704
102684;27
102862;1
102891;1
102897;1
103621;5
103732;2
103734;1
103796;2
103810;28
103816;2
103837;21
103838;2
103855;38
103891;1
103892;2
104087;1
104097;1
104100;2
104102;1
104267;26
104268;4
104270;2
104628;3
104662;3
104663;2
104955;4
105219;26
105422;4
105483;20
105560;3
105612;1
105751;2
105841;5
105843;2
105972;2
106146;6
106147;5
106207;1
106370;5
106493;2
106588;18
106589;70
106590;39
106591;1
106592;8
106633;3
106648;515
106649;65
106654;66
107327;1
107401;22
107445;2
107636;11
107637;1
107709;3
108007;2
108015;3
108328;5
108486;1
108528;2
108980;595
108981;202
109152;1
109258;1
109265;1
109327;45
109328;8
110321;7
110365;1
110456;35
110505;1
110937;2
111105;34
111142;1
111500;9
111504;4
111527;10
111769;5
111770;39
111804;1
111831;1
111844;2
112002;3
112008;2
112040;2
112234;27
112248;2
112416;1
112498;1
112900;114
112901;19
112902;8
112903;40
112904;2
113107;7
113268;1
113269;5
113287;5
113395;4
113560;1
113562;1
113563;2
113564;1
113571;2
114136;9
114248;6
114249;7
114277;2
114295;2
114404;1
114527;6
114616;2
114627;1
114628;1
114695;3
114707;21
114710;106
114715;28
114882;1
115531;3
115544;172
115547;158
115553;5
115555;10
115561;3
115780;28
115781;7
115782;3
115783;8
115808;1
115860;1
115979;12
115981;2
115992;4
116085;13
116090;11
116718;1
116821;1
116849;9
117506;106
117563;2
117574;3438
117680;5
117681;9
117743;98
117744;1
117747;3
118000;1
118126;10
118173;2
118322;4
118323;2
118562;2
118748;2
118882;4
118884;3
118967;22
118968;2
119044;1
119045;10
119060;137
119069;1
119219;36
119224;29
119484;1
119541;2
119603;3
119641;15
119858;5
119977;23
119978;1
119981;2
120213;4
120377;2
120398;4
120831;3
120956;7
120957;1
120961;1
121039;4
121290;3
121428;19
121734;2
121872;1
122277;19
122706;79
122960;2
123820;3
123822;4
123841;1
123899;7
124225;4
125216;2
125614;5
125627;5
126157;1
126333;18
126385;5
126734;1
126739;1
127458;5
127886;1
127891;1
128574;2
128780;6
128782;3
128827;77
129337;5
129338;8
129577;4
129578;2
129701;4
129875;1
129957;14
129958;3
129985;2
130049;13
130309;1
130788;1
130795;1
131038;1
131109;4
131111;13
131112;1
131567;268
131568;3
132132;9
132144;5
132476;3
132920;8
132925;19
132932;29
133190;7
133385;3
133448;2
133539;3
133724;5
134034;1
134533;651
134534;30
134537;12
134602;2
134623;1
135082;2
135083;2
135193;7
135487;16
135517;2
135575;12
135588;2
135613;6
135614;15
135616;3
135618;4
135619;17
135620;2
135621;507
135622;21
135740;7
135826;4
135858;2
135946;1
136094;3
136492;33
136547;9
136548;2
136841;23
136843;4
136845;11
136846;9
136849;33
136992;4
136993;1
137357;4
137545;14
137591;11
137658;7
137716;1
137730;31
137732;1
137733;2
137778;8
137816;1
137838;34
137993;3
138072;6
138073;1
138074;14
